X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Workers_16_years_and_over,Car_Truck_or_Van_drove_alone,Pct_Car_Truck_Van_drove_alone,Car_truck_or_van_carpooled,Pct_Car_Truck_Van_carpooled,Public_Transport_excluding_Taxi,Pct_Public_Transp_exclude_Taxi,Worked_at_home,Pct_Worked_at_home,Mean_Travel_Time_to_Work_min,GlobalID,last_edited_date
-84.051766658168887,30.975169372343625,270,Ochlocknee,611.11499023,0.95486802, , ,210,172,81.9,30,14.3,0,0,2,1,23.1,{224E76FC-D679-4B59-A343-7CDF5F74B021},
-83.866124018341438,31.011332053031541,271,Coolidge,523.91900635,0.81862402, , ,192,160,83.3,22,11.5,0,0,2,1,23.8,{B5ED3007-4CAA-4A13-872E-485F34EA5FF7},
-83.789925599278575,30.792008788125536,272,Boston,1444.2800293,2.25669003, , ,438,325,74.2,71,16.2,8,1.8,20,4.6,26.9,{7AC357A2-B194-43AC-AD9A-E9A5C140B57F},
-81.956551639504397,32.390391455991896,273,Pulaski,511.60101318,0.79937601, , ,53,45,84.9,3,5.7,0,0,5,9.4,22.7,{799A5854-C57A-4C01-9E40-59285CA307A9},
-82.06244887339885,32.395970598311841,274,Metter,5047.81005859,7.88719988, , ,1550,1281,82.6,154,9.9,0,0,88,5.7,22.8,{5E39B927-0720-41A5-8F35-BC88066DC6E1},
-83.080476077630436,32.532132065639196,275,Dudley,2189.80004883,3.42157006, , ,313,301,96.2,8,2.6,0,0,3,1,22.8,{F35E7AE2-F182-47BB-920E-759062F09E58},
-82.926407841552901,32.536469319991518,276,Dublin,9975.41992188,15.5866003, , ,5063,4407,87,501,9.9,0,0,76,1.5,19,{E7234D80-F599-4F10-BF99-08756B2D3F6E},
-83.059561857371705,32.433080183741964,277,Dexter,502.875,0.785743, , ,153,125,81.7,19,12.4,0,0,7,4.6,19.8,{BFEFDD0F-A3B5-4DD4-A9E7-196B188DCB64},
-83.041968759992585,32.339557036578732,278,Cadwell,822.86901855,1.28573, , ,89,71,79.8,12,13.5,0,0,4,4.5,21.9,{C7DD001E-7441-4453-B73F-E446BC697011},
-84.244415090087585,34.875691048785185,279,Morganton,534.23498535,0.83474302, , ,117,110,94,2,1.7,0,0,4,3.4,15.2,{907628A7-F220-4263-A7B8-081033465CB9},
-84.370511127023818,34.98111022798647,280,McCaysville,1025.81994629,1.60284996, , ,323,250,77.4,42,13,0,0,0,0,26.3,{DEFFA328-3168-4848-A0A5-3C246637BCCB},
-84.337595896881169,31.317246175129092,281,Newton,1929.63000488,3.01504993, , ,268,237,88.4,17,6.3,0,0,0,0,22.2,{438F70BC-2F91-4C08-8537-0A1B5B5FC564},
-84.32339055998419,34.865804993472736,282,Blue Ridge,1523.60998535,2.38064003, , ,550,383,69.6,110,20,3,0.5,17,3.1,17.4,{EC8D061E-C2C1-4C42-894A-BC94B0DAE973},
-84.603242591992085,31.538102727657641,283,Morgan,837.98999023,1.30936003, , ,1095,86,7.9,33,3,395,36.1,86,7.9,13,{BFF40623-9C6E-469F-8A55-1DBF098EF6D4},
-84.51330303497005,31.48473303058163,284,Leary,2056.83007813,3.21379995, , ,173,155,89.6,10,5.8,4,2.3,3,1.7,27,{78952143-B38E-4CE3-8D57-ACF00669BA29},
-84.737406130128136,31.560818334835094,285,Edison,1497.56005859,2.33994007, , ,316,260,82.3,41,13,5,1.6,4,1.3,15.6,{5132052B-1E02-417E-878D-24D2074258E2},
-82.477657867950398,33.79309814112824,286,Lincolnton,2257.91992188,3.5279901, , ,670,537,80.1,75,11.2,5,0.7,27,4,20.4,{202E33C2-57FB-4196-9514-39FC2B2892AD},
-83.76944007538529,31.956308562396895,287,Cordele,6542.72021484,10.22299957, , ,3631,2708,74.6,743,20.5,0,0,27,0.7,16.1,{507221F1-3974-4DDF-B82F-4D0B86E55C41},
-83.730250018774086,31.82816109326507,288,Arabi,4113.60009766,6.42749977, , ,178,158,88.8,20,11.2,0,0,0,0,19.6,{49EDFECF-9207-4A9B-B486-ABD28B0EEDA0},
-83.685342608935855,32.633928594988475,289,Centerville,2536.39990234,3.96313, , ,3594,3065,85.3,352,9.8,11,0.3,101,2.8,19,{4B8F0F29-B49C-48DD-9E2F-0458BF11647E},
-84.494091527702281,34.527657330277201,290,Talking Rock,952.00299072,1.48749995, , ,34,29,85.3,1,2.9,0,0,4,11.8,37.7,{6C0E6EF7-F21B-4EC1-A784-FA795DF49AB8},
-84.449362818293139,34.470649548102557,291,Jasper,5479.75976563,8.56212997, , ,1595,1360,85.3,175,11,0,0,0,0,19.6,{17CC7F1B-A667-4A63-ADF5-2BD61C3C7A6F},
-84.371001562386823,34.379355952005277,292,Nelson,931.87597656,1.45606005,yes,yes,601,481,80,87,14.5,0,0,25,4.2,26,{8CEE1597-7D21-4069-8003-DA95940AB218},
-84.551041963664488,32.046607863254636,293,Webster County,134546,210.227005, , ,1162,1090,93.8,30,2.6,0,0,3,0.3,24.7,{45D69957-4370-4B2C-9208-A277B5D58140},
-82.017106095445783,31.484011170907699,294,Screven,1390.60998535,2.1728301, , ,316,277,87.7,23,7.3,0,0,3,0.9,29.1,{267F2267-1E3C-4969-B60B-2799B53C9F22},
-82.026669519676048,31.666181105876774,295,Odum,1243.9699707,1.94369996, , ,166,144,86.7,21,12.7,0,0,1,0.6,21.8,{08B0105E-3EB1-44F0-95C6-B1CC6892ED3B},
-81.889767303907689,31.59910659535916,296,Jesup,10652.90039063,16.64520073, , ,2924,2319,79.3,373,12.8,0,0,61,2.1,18.1,{9679ECDF-8FEA-471B-8E88-51DFF4F1C748},
-81.307870399041462,32.364143673934123,297,Springfield,1767.94995117,2.76241994, , ,940,770,81.9,104,11.1,7,0.7,0,0,29.8,{BEA281FF-1D09-4559-BD82-2F764415B1A9},
-81.235710377826962,32.293960105109456,298,Rincon,5681.08984375,8.8767004, , ,3866,3442,89,279,7.2,0,0,145,3.8,27.3,{49EEC117-2958-49CA-ABEA-AF0898B45DC6},
-81.422533226309838,32.340913411256707,299,Guyton,2061.97998047,3.2218399, , ,916,776,84.7,75,8.2,4,0.4,14,1.5,35.8,{D5554EA7-DBE0-4DCF-9FDF-FDDC1898DC4E},
-83.1737032296694,33.755488521165027,300,Maxeys,1530.90002441,2.39203, , ,112,99,88.4,2,1.8,4,3.6,6,5.4,33.1,{52810918-DF70-499F-A046-980EFAC1874F},
-83.110157346700305,33.870075425317559,301,Lexington,350.70300293,0.54797298, , ,126,89,70.6,23,18.3,0,0,4,3.2,31.8,{53A8801F-B160-4DC3-9DE1-DD0DA137700A},
-83.155192978684639,33.883047855545769,302,Crawford,751.15997314,1.17368996, , ,211,173,82,28,13.3,0,0,2,0.9,21.1,{B0E6D2A1-73DB-4C0C-8FDF-D5C3FA6559AA},
-83.218062152661489,33.910335093295785,303,Arnoldsville,1088.88000488,1.70137, , ,294,245,83.3,23,7.8,2,0.7,10,3.4,23.4,{217D9926-3C0A-4C69-9BD3-EC58B5DABA17},
-82.81347348982635,32.935911716821764,304,Tennille,1143,1.78593004, , ,435,293,67.4,96,22.1,0,0,11,2.5,19.7,{FAA50AD1-A75E-4BD3-827D-73F37CC60C9B},
-82.809289956652009,32.982667907084753,305,Sandersville,8222.3203125,12.84739971, , ,2032,1740,85.6,213,10.5,0,0,50,2.5,16.8,{D95152D5-52FD-4F36-ADEE-7FC6045D1189},
-82.666071755242626,32.906925700779794,306,Riddleville,502.14300537,0.78459901, , ,29,23,79.3,2,6.9,0,0,3,10.3,16.2,{CD2CE887-6963-40E9-9A8D-4E26CFCDF757},
-82.957679100276195,32.853458768045506,307,Oconee,830.81201172,1.29814005, , ,85,83,97.6,2,2.4,0,0,0,0,24.8,{2B3AC623-6510-4742-B4B9-A35D88FA5BF2},
-82.725837267601122,32.826328914590121,308,Harrison,1131.10998535,1.76735997, , ,120,111,92.5,7,5.8,2,1.7,0,0,33.2,{C33E1D61-97F8-4F25-80A7-3FE619B35577},
-82.967849699072261,33.017650169309476,309,Deepstep,565.97802734,0.88433999, , ,60,54,90,2,3.3,0,0,3,5,17.7,{9AEEEC09-79D8-49D9-BE01-C467DC1A8126},
-82.603265043305043,32.982513568205889,310,Davisboro,1955.81005859,3.05594993, , ,222,197,88.7,24,10.8,0,0,0,0,23,{AACADDDA-8416-400D-9DE6-CE1BE8D7A0E6},
-83.20000918146556,31.989083887274052,311,Rhine,2010.47998047,3.14137006, , ,164,142,86.6,5,3,0,0,0,0,25.5,{5A41D376-C67B-422D-BBCC-55D814F27E89},
-83.175985130858436,32.195241647535354,312,Eastman,3498.60009766,5.4665699, , ,1876,1566,83.5,215,11.5,22,1.2,12,0.6,20.4,{38CB5C60-1387-42B1-81DF-B07F72ECC20D},
-83.1549160473092,32.394521729258472,313,Chester,559.63897705,0.87443602, , ,101,79,78.2,9,8.9,0,0,2,2,25.5,{A792655B-9105-43BD-A3A5-4498FFA908BB},
-83.064554395675799,32.105908494724616,314,Chauncey,1104.81994629,1.72627997, , ,138,119,86.2,12,8.7,0,0,1,0.7,20.2,{F5C314CB-EE5E-46BD-9C13-ABD83F211A13},
-82.794955161326726,33.560123612066569,315,Sharon,501.03900146,0.78287399, , ,20,18,90,2,10,0,0,0,0,33.3,{0E42C13C-2590-4450-9286-0801A6CD4269},
-82.896550532784175,33.554538206531319,316,Crawfordville,2007.52001953,3.13673997, , ,213,185,86.9,20,9.4,0,0,4,1.9,32.7,{AE5FC914-1246-48DA-A7DA-4358BAB935A3},
-84.431207470519695,30.875637343896209,317,Climax,510.81900024,0.798154, , ,83,68,81.9,9,10.8,0,0,4,4.8,33,{D60B6BBD-94D6-493E-A729-79A1816DE9EB},
-84.737949092116338,30.978447895141567,318,Brinson,1305.93005371,2.04051995, , ,97,83,85.6,8,8.2,0,0,0,0,31.1,{BE63E3AC-7DE0-4A0F-B7E1-D2CB253D0533},
-84.572161394970493,30.90455047689457,319,Bainbridge,12852.29980469,20.08169937, , ,4213,3439,81.6,352,8.4,0,0,63,1.5,20.6,{C9CB01BB-8A2E-48C9-B1BD-ACDF3BD346E3},
-84.483889892957222,30.749495913765163,320,Attapulgus,509.50900269,0.79610801, , ,183,163,89.1,15,8.2,0,0,3,1.6,30.4,{C6BAD11A-B4F5-4CA0-A262-34161D889508},
-83.97955730262936,34.530283461616364,321,Dahlonega,5531.00976563,8.64220047, , ,2672,1855,69.4,147,5.5,0,0,238,8.9,24.7,{D306F227-9012-4FAA-8B29-889C193FBC7F},
-81.774749552324892,32.440485991067725,322,Statesboro,8879.5,13.87419987, , ,11687,8477,72.5,1308,11.2,264,2.3,650,5.6,15.7,{C21B4C9F-C5D7-40AC-9224-C5FB775599BF},
-85.122417280643688,34.914785074277283,323,Ringgold,3042.2199707,4.75346994, , ,1724,1491,86.5,208,12.1,0,0,0,0,21.1,{66E24021-5126-4C27-AAFC-4A499670B537},
-81.88480677552144,32.365942713266925,324,Register,500.12399292,0.78144401, , ,40,35,87.5,3,7.5,0,0,2,5,24.1,{C0447FD9-A7FC-4409-B9FC-8D61E18FC5B2},
-81.929500699062501,32.538823806606437,325,Portal,1394.43994141,2.17880988, , ,257,186,72.4,52,20.2,3,1.2,6,2.3,27.6,{FEB0C592-2F67-44DA-B6FC-E03F6DFE23A3},
-81.666798262091106,32.389693236878628,326,Brooklet,2155.2800293,3.36763, , ,678,558,82.3,71,10.5,0,0,24,3.5,23.6,{6D632F45-EA89-4A5D-87FD-91BB69EA98A7},
-81.942324347078028,32.807110719486431,327,Millen,2308.36010742,3.60682011, , ,863,761,88.2,72,8.3,0,0,0,0,14.7,{3C7FF516-FD2B-48F5-81CD-CC5FF4D96987},
-82.970554646397048,33.276676967672188,328,Sparta,1170.22998047,1.82849002, , ,454,356,78.4,70,15.4,10,2.2,4,0.9,20.7,{91BBEDE7-B335-46AB-9756-B56DE761A272},
-84.176329447170801,31.57761471701113,329,Albany,35760.6015625,55.87590027, , ,26899,20119,74.8,4222,15.7,498,1.9,803,3,17.9,{40295FD5-4A7F-4BF7-BCA6-34337E760836},
-84.142332394429502,32.913330925959194,330,Yatesville,560.75598145,0.87618101, , ,198,179,90.4,10,5.1,0,0,4,2,27.7,{DF10AF50-BFC5-449E-9CBC-5CD75D22A649},
-84.327135396262634,32.890808065768496,331,Thomaston,6231.41992188,9.73659039, , ,2893,2171,75,537,18.6,23,0.8,36,1.2,17.3,{147B65A1-6183-47BC-A0A6-FB57514F47EC},
-84.877041778565925,32.509966638217925,332,Columbus,141431,220.98599243, , ,85276,66225,77.7,8647,10.1,860,1,7259,8.5,19.1,{3500B14F-0DBC-464A-AB33-2D1D824FCC16},
-85.052938304785798,31.623915524137221,333,Fort Gaines,4928.22998047,7.70035982, , ,210,130,61.9,52,24.8,0,0,28,13.3,23.1,{AE6A6E89-5803-44FA-B483-8DE540F294C9},
-84.86912311979664,31.519823385816839,334,Bluffton,1029.0300293,1.60785997, , ,56,35,62.5,17,30.4,0,0,2,3.6,24.6,{E4645320-D8C9-4F12-BA81-08C7980F1F94},
-84.517815264071942,32.318722980376052,335,Buena Vista,2107.26000977,3.29259992, , ,857,458,53.4,313,36.5,0,0,8,0.9,21.9,{CAD98595-ECDA-4F80-B436-F81EC0779759},
-84.662569011552861,32.088536619214281,336,Richland,2076.4699707,3.24447989, , ,593,494,83.3,78,13.2,0,0,16,2.7,24,{D8C81280-4521-46E5-80A5-36E0B0FFF7DF},
-84.798034794018591,32.048768868907445,337,Lumpkin,1023.63000488,1.59941995, , ,472,357,75.6,84,17.8,0,0,11,2.3,39,{CE18F49C-3FAE-428A-BF4C-10C2EDDFA41A},
-85.097996698271459,33.279240898375107,338,Franklin,2229.54003906,3.48364997, , ,276,189,68.5,63,22.8,0,0,1,0.4,25.9,{4583856F-8AC0-4D3B-B170-81E8F5497D7A},
-85.259602506362953,33.407015741753106,339,Ephesus,1932.61999512,3.01972008, , ,182,135,74.2,37,20.3,0,0,5,2.7,39,{0E29A163-D145-4A57-AF35-4FBECE2412B7},
-85.103726013611379,33.368904273132799,340,Centralhatchee,2096.98999023,3.27654004, , ,170,138,81.2,25,14.7,0,0,5,2.9,36.3,{D751C753-DD5F-45C5-A5BC-23ADB5693885},
-83.920628634194287,31.829795874213445,341,Warwick,519.65301514,0.811957, , ,174,146,83.9,18,10.3,0,0,10,5.7,26.8,{9FC123EC-BC49-4055-BC2E-698CF4A79CCD},
-83.835609965889134,31.530398173714492,342,Sylvester,3973.57006836,6.20870018, , ,2333,1941,83.2,284,12.2,8,0.3,97,4.2,22.4,{B83B913E-C853-4B2C-B96D-8AA34D7354D2},
-83.735925507464884,31.509891142599596,343,Sumner,1157.19995117,1.80813003, , ,157,121,77.1,20,12.7,0,0,12,7.6,24.6,{E4525740-FD8E-4926-A779-88C9BEB2973F},
-83.789823604056636,31.514512353051597,344,Poulan,1070.77001953,1.67307997, , ,432,321,74.3,53,12.3,27,6.3,31,7.2,26.2,{3A5C2360-9559-4B92-BEB5-5300C0FD74A4},
-83.082641194211249,32.82237933260042,345,Toomsboro,1191.57995605,1.86185002, , ,93,80,86,4,4.3,0,0,0,0,23.7,{0CF73150-5112-433B-BFCD-1BAD723C4FA4},
-83.201097502306666,32.846576362776233,346,McIntyre,3434.93994141,5.36709976, , ,178,167,93.8,5,2.8,0,0,0,0,24.7,{EDD4591B-5380-4869-A6C8-927371D54709},
-83.29832880267675,32.909055615939344,347,Ivey,1901,2.97030997, , ,362,323,89.2,23,6.4,0,0,7,1.9,26.5,{F3E03455-4E3D-4AE5-9110-BB3F3D5F53EC},
-82.671172695618893,32.180539754394239,348,Glenwood,2023.43005371,3.16160989, , ,196,187,95.4,2,1,0,0,0,0,17.5,{ED8FD1BE-8261-436F-93C9-A78C5513A336},
-82.779754605181509,32.146945809507578,349,Alamo,1288.93005371,2.01395011, , ,201,183,91,4,2,0,0,9,4.5,18.6,{98DEBC96-BDCA-4A08-B7BA-16C82339560C},
-83.173699831837396,32.810763827433924,350,Irwinton,2012.80004883,3.14499998, , ,227,209,92.1,11,4.8,3,1.3,0,0,20,{7EC0FF02-EF1A-4673-A606-5C7A1E412EC3},
-83.334927669055801,32.886644683867651,351,Gordon,3481.72998047,5.44019985, , ,801,708,88.4,85,10.6,0,0,0,0,22.7,{13342E7A-F585-4334-A00F-A016F241F051},
-81.431432667204916,31.356781302994996,352,Darien,15406.29980469,24.07229996, , ,1137,934,82.1,173,15.2,0,0,0,0,17.6,{0ABEF4D6-4446-46AC-9D1B-C282096041E4},
-84.03844519754395,33.322810770202729,353,Jenkinsburg,796.08099365,1.24388003, , ,180,156,86.7,17,9.4,1,0.6,6,3.3,34.8,{EDBA1D27-54AC-4629-8371-BE3FBDFD7EA0},
-83.967980274254785,33.291267072817348,354,Jackson,4005.16992188,6.25808001, , ,1744,1177,67.5,431,24.7,0,0,5,0.3,23.9,{C32EA3C3-14B3-47CD-B2C3-0DA813CF2213},
-83.902909605363121,33.252413096317895,355,Flovilla,1253.04003906,1.95788002, , ,223,206,92.4,12,5.4,0,0,2,0.9,29.7,{2D9570CD-E03F-41BE-8859-62E3664E8455},
-83.588097287838764,33.400797440503773,356,Shady Dale,563.11602783,0.87986898, , ,95,62,65.3,8,8.4,0,0,17,17.9,26.8,{5BF22607-5CB4-4009-BBBC-C5F811FCE335},
-83.686131845887047,33.307495810604713,357,Monticello,2073.81005859,3.24031997, , ,936,624,66.7,243,26,0,0,52,5.6,34.9,{571060FD-29DC-4691-ADE9-FCC0D9AD275E},
-84.062325673152571,32.293465166090776,358,Oglethorpe,1306.06005859,2.04071999, , ,501,414,82.6,29,5.8,3,0.6,0,0,22.3,{09E258E8-BCF1-4C46-91B0-B72ECD14A8D8},
-84.458198176649191,33.29251490896133,359,Brooks,2867.5300293,4.48051023,yes,yes,251,204,81.3,34,13.5,0,0,12,4.8,30.5,{8C3932EF-FD3C-474B-A3AC-14AC20FA5DBA},
-84.274629254775107,33.241887249789308,360,Griffin,8990.04003906,14.0468998,yes, ,7890,6366,80.7,995,12.6,21,0.3,89,1.1,23.9,{08F47C3A-11AB-4618-B44D-551060FBA25E},
-83.831614914194319,34.015113404826046,361,Auburn,4220.52978516,6.59458017,yes, ,3697,3196,86.4,405,11,0,0,58,1.6,39.1,{064E945D-697C-4E8D-B284-69637005EF5D},
-84.024613120857751,32.299656068361948,362,Montezuma,2962.23999023,4.62849998, , ,1082,662,61.2,236,21.8,46,4.3,7,0.6,20,{CE89251B-430D-4C31-8859-DA069CC41575},
-83.940712959457585,32.456433476500216,363,Marshallville,2019.82995605,3.15598011, , ,457,372,81.4,17,3.7,0,0,4,0.9,25,{D5D9D40D-4FF1-4711-827C-A8D73FC5CBF1},
-84.737758639653677,32.683686329620755,364,Waverly Hall,2148.40991211,3.35688996, , ,430,330,76.7,23,5.3,2,0.5,1,0.2,29.2,{9DCAECF7-CC20-45F7-A53A-D9D2080A0242},
-84.698964348685379,32.811987181875281,365,Shiloh,1454.83996582,2.27319002, , ,284,206,72.5,72,25.4,0,0,0,0,28.7,{B6B575E4-3209-4E96-9404-EF1BEE19ABC7},
-84.354052318216333,33.521113192777307,366,Jonesboro,1621.29003906,2.53326011,yes,yes,1206,965,80,213,17.7,0,0,1,0.1,27.8,{B4F2B75F-6D93-48F7-A082-78AABBC4AA0E},
-84.876043377309429,32.764521226630521,367,Hamilton,2116.2199707,3.30659008, , ,312,269,86.2,27,8.7,0,0,2,0.6,36.6,{0121E07C-0EBF-4518-8F20-12467A70FBFA},
-84.189410340729424,32.372613947668825,368,Ideal,739.11602783,1.15487003, , ,119,91,76.5,15,12.6,4,3.4,2,1.7,26.9,{07976101-E7F2-499E-AE6C-34748F77FEAC},
-82.599417431788552,31.865099567937381,369,Hazlehurst,3078.33007813,4.80987978, , ,1458,1076,73.8,121,8.3,5,0.3,84,5.8,17,{D83DF0E3-C895-48DC-BC12-5DF79948D435},
-82.696763321764479,31.722142661943003,370,Denton,986.80999756,1.54189003, , ,91,82,90.1,4,4.4,0,0,0,0,39.8,{1C24186A-36E6-4B6C-9309-F4B47A67766F},
-83.325805292279583,34.580725398220295,371,Toccoa,6125.14990234,9.57054996, , ,3189,2548,79.9,372,11.7,1,0,184,5.8,18.1,{EEE555FF-7487-4D5E-BB0B-7EE963EAE4E8},
-83.19670344113122,34.502691425234076,372,Avalon,1131.32995605,1.76769996, , ,85,70,82.4,0,0,0,0,7,8.2,28.8,{80847B38-270C-4931-8158-DC1EF7AAEE34},
-83.650897015232928,31.472031487452693,373,Ty Ty,511.16799927,0.79869998, , ,369,295,79.9,65,17.6,3,0.8,4,1.1,21.1,{9B571613-1511-4FD0-95A7-01031161A578},
-83.52051065697421,31.462496623187395,374,Tifton,8179.62988281,12.78069973, , ,5659,4419,78.1,728,12.9,42,0.7,212,3.7,20.7,{8D5B9D85-2150-4DD5-A13C-80D2BDEF2DFC},
-83.594943831289584,31.338904048665572,375,Omega,1154.68994141,1.80420005, , ,321,266,82.9,50,15.6,0,0,0,0,22.6,{4680F90C-908C-4496-8F42-BA1C85A45A0A},
-83.805463502884365,31.178138361454732,376,Riverside,135.48100281,0.211689, , ,11,11,100,0,0,0,0,0,0,,{3FA52D35-4244-44D7-A856-7DFD1CD5FF9A},
-83.684277279975262,31.269215438971571,377,Norman Park,2005.93994141,3.13427997, , ,522,430,82.4,58,11.1,0,0,19,3.6,20,{8E7A5765-13BE-4E78-B5CC-F32C4C5A2164},
-83.770369519311402,31.159445929756131,378,Moultrie,10578.5,16.52890015, , ,4824,3369,69.8,1136,23.5,50,1,101,2.1,18.2,{38267511-3A7E-496B-B592-729D488B0248},
-83.877042379475867,31.19889406730535,379,Funston,744.90600586,1.16392004, , ,280,242,86.4,32,11.4,4,1.4,0,0,24.5,{3421BCB7-1DD7-46AD-86F8-00DF3F781DED},
-83.587625366325597,31.175978411827725,380,Ellenton,508.74301147,0.79491001, , ,44,40,90.9,4,9.1,0,0,0,0,22,{4893125F-999E-4967-A572-4994DF659F57},
-83.916962751793065,31.321842187306018,381,Doerun,810.19500732,1.26593006, , ,264,218,82.6,32,12.1,6,2.3,0,0,20.1,{00061B9E-A0A4-4962-8A3A-63429D4CB503},
-83.623883793770375,31.067855309549508,382,Berlin,473.26998901,0.73948401, , ,165,117,70.9,16,9.7,25,15.2,0,0,22.4,{B3EA6C2E-80E6-4876-8D56-7DFF3CE67DFC},
-82.49929287643846,33.466661230260577,383,Thomson,2820.69995117,4.40734005, , ,2096,1665,79.4,277,13.2,0,0,30,1.4,20.7,{81321E95-FE35-437B-872B-600A3D26BE2B},
-82.385223413321214,33.41488399224999,384,Dearing,527.69396973,0.82452101, , ,215,162,75.3,26,12.1,0,0,14,6.5,25.4,{A3D252C1-9645-4A09-8B76-469FCDD04A99},
-82.594449964503383,32.378201814252037,385,Soperton,2857.01000977,4.46407986, , ,892,794,89,79,8.9,0,0,19,2.1,19.6,{F506D4A3-6F3F-4D59-AF95-D80B3DF45C2D},
-85.187361085628126,34.26708628162136,386,Rome,20247.69921875,31.63699913, , ,13527,10736,79.4,1750,12.9,113,0.8,351,2.6,17.7,{4A0B75F1-83BB-42E1-B22E-3370A6371F3B},
-85.339081026839622,34.10644390915563,387,Cave Spring,2601.57006836,4.06494999, , ,454,404,89,39,8.6,0,0,2,0.4,25.1,{F9CF81B9-9DAE-4DFB-9A8E-5CB9020A9D07},
-83.388639274569982,33.325766024432355,388,Eatonton,13190.40039063,20.60989952, , ,2798,2157,77.1,379,13.5,0,0,82,2.9,17.7,{D5C681B6-6DA6-4CD9-AE9D-C7C53C2E0ACD},
-84.347768773680457,31.71992211673842,389,Sasser,499.69500732,0.78077298, , ,124,99,79.8,22,17.7,0,0,3,2.4,21,{E536DBF5-BFCB-4967-AC8D-5079DB68738A},
-84.511760468524741,31.894388975751045,390,Parrott,498.20800781,0.77845103, , ,66,52,78.8,7,10.6,0,0,4,6.1,19.6,{B0AE6A32-BD99-4E19-A209-26526177BFF0},
-84.443669889701056,31.77214755957549,391,Dawson,2401.5,3.75234008, , ,1228,782,63.7,291,23.7,30,2.4,33,2.7,21.3,{420D2427-C5D8-4523-AA2A-01F9D8232D6B},
-84.364336400750688,31.830551408248869,392,Bronwood,505.75799561,0.79024702, , ,77,59,76.6,13,16.9,0,0,5,6.5,18.3,{08211A29-B1C9-43D9-A64C-DAEBAB9C814F},
-82.124412376479128,32.087060478187617,393,Reidsville,4926.08984375,7.69701004, , ,887,653,73.6,95,10.7,0,0,29,3.3,25.8,{CFF028A8-1584-4130-8298-4FD596C77107},
-82.019956399307532,32.160354942560744,394,Manassas,497.04098511,0.776627, , ,44,42,95.5,0,0,0,0,1,2.3,32.3,{5E23AC30-8ABC-4476-8C79-6E2088AE0E7D},
-81.930345769149781,31.939484145324574,395,Glennville,4241.93017578,6.62801981, , ,1441,1110,77,216,15,0,0,60,4.2,21.5,{E2BC030C-0FF3-4D08-9ED9-F2BC17CDF6ED},
-82.110297375074992,32.179367540411775,396,Collins,662.02502441,1.03441, , ,147,115,78.2,5,3.4,2,1.4,6,4.1,29.1,{C7A75572-76D8-4563-A1BF-EA719EBAF2D5},
-84.01042833677883,32.719614722945515,397,Roberta,963.56500244,1.50557005, , ,328,241,73.5,59,18,0,0,7,2.1,25.9,{7CE42B74-D83A-4A9C-AEDE-B1097B33E54F},
-81.745696937729051,31.709640328670424,398,Ludowici,1498.73999023,2.34177995, , ,865,693,80.1,74,8.6,12,1.4,11,1.3,27,{21F96A16-5786-4DF2-9D1D-4CB3A18493F7},
-82.138760691531573,32.280613598666072,399,Cobbtown,435.37399292,0.68027198, , ,142,123,86.6,10,7,0,0,2,1.4,24.9,{375D711A-B62C-487E-8B6F-315065F60176},
-82.928797513647623,34.350196430164075,400,Hartwell,3268.62011719,5.10722017, , ,1614,1313,81.4,218,13.5,6,0.4,55,3.4,16.3,{191A3497-CEFC-48CE-A34E-8A4D08109278},
-83.083141629534452,34.372698311084797,401,Bowersville,1984.75,3.10117006, , ,188,174,92.6,12,6.4,0,0,2,1.1,23.3,{61B384D2-4F64-4D39-B55A-72B48C9A62E5},
-84.787097419897691,32.346955401843402,402,Cusseta-Chattahoochee County,160727,251.13600159, , ,6429,3328,51.8,461,7.2,74,1.2,1749,27.2,14.3,{C3DDBF13-BB43-46DF-9D38-681CCE953164},
-82.508021451255416,32.037094381655074,403,Uvalda,1220,1.90626001, , ,165,141,85.5,9,5.5,0,0,0,0,23.2,{94342FC1-3797-422E-9D49-9996E70E4DE0},
-82.559555849812057,32.31872184821605,404,Tarrytown,554.07202148,0.86573702, , ,31,31,100,0,0,0,0,0,0,,{6FAA6272-0994-4109-84E2-7BAAA53812F3},
-82.595236205663099,32.183118661144491,405,Mount Vernon,2636.76000977,4.1199398, , ,834,649,77.8,80,9.6,9,1.1,23,2.8,21.3,{B806BD99-EB75-4DEC-86BF-0F458FB97322},
