X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Workers_16_years_and_over,Car_Truck_or_Van_drove_alone,Pct_Car_Truck_Van_drove_alone,Car_truck_or_van_carpooled,Pct_Car_Truck_Van_carpooled,Public_Transport_excluding_Taxi,Pct_Public_Transp_exclude_Taxi,Worked_at_home,Pct_Worked_at_home,Mean_Travel_Time_to_Work_min,GlobalID,last_edited_date
-82.466988425823459,32.216375958840501,406,Higgston,2020.18994141,3.15654993, , ,195,184,94.4,10,5.1,0,0,1,0.5,22.3,{6EDEC13B-2301-4D41-BC41-484DEAC6FC79},
-82.478928448592882,32.080975299746939,407,Alston,1840.33996582,2.87554002, , ,64,53,82.8,1,1.6,0,0,4,6.3,17.8,{480E04D1-A237-46A2-A7DB-5A88EF71DB20},
-82.569005472126548,32.188222740777164,408,Ailey,1302.13000488,2.03456998, , ,229,178,77.7,16,7,0,0,7,3.1,13.6,{394E2FC0-F9F6-4E9A-903B-9E37FA8B5881},
-84.342384105827563,33.094432392343577,409,Zebulon,2908.88989258,4.54513979, , ,486,440,90.5,31,6.4,0,0,13,2.7,28.6,{EDAD491E-EB61-42E8-8877-6F6606713B1E},
-84.362619117741346,33.181092050854382,410,Williamson,382.35501099,0.59742898, , ,163,92,56.4,65,39.9,0,0,5,3.1,27.4,{0EDC2C79-25AB-43DE-90F7-CD17478B79EB},
-84.500143575686906,33.011875914501523,411,Molena,1114.13000488,1.74083996, , ,112,94,83.9,9,8,0,0,0,0,36.8,{561147D7-14CE-49AD-BCE0-724F3A66E8C0},
-84.308368931059292,33.050896554911276,412,Meansville,337.6499939,0.52757698, , ,73,56,76.7,14,19.2,0,0,3,4.1,23.7,{E4B3CF6F-2FFC-4E44-ACDB-F0D187386C67},
-84.438406896484608,33.091772908672269,413,Concord,530.12902832,0.82832599, , ,121,113,93.4,3,2.5,0,0,5,4.1,30.8,{79A9EC0F-C5FD-4FB8-8E97-0AA91805767B},
-83.498695723680768,34.334987276089898,414,Homer,6188.12011719,9.66893959, , ,585,520,88.9,49,8.4,0,0,16,2.7,31,{001E41DF-A661-48CA-9023-336512E5956D},
-83.549329247555988,34.486396441714376,415,Baldwin,3147.65991211,4.91821003, , ,1321,1021,77.3,236,17.9,0,0,27,2,21.8,{2C42DFCC-1DA5-4448-A9D2-CC984A59ACCB},
-83.572773543504383,34.465170254793975,416,Alto,707.86602783,1.10604, , ,453,326,72,71,15.7,8,1.8,0,0,21.2,{BD8BECC2-6570-48D0-BBDB-BD6175D50D93},
-84.324659781328293,30.884526594132431,417,Whigham,758.27197266,1.18480003, , ,122,103,84.4,19,15.6,0,0,0,0,36.8,{4708D4E2-19FE-442E-81D4-FD9AE9A69EE4},
-84.204844424834107,30.878691713593351,418,Cairo,6284.39013672,9.81935024, , ,2999,2422,80.8,461,15.4,3,0.1,41,1.4,24,{1BE44AD7-8937-4721-9A45-C594D5F32E5E},
-84.94413456897837,34.578738448349192,419,Resaca,1830.30004883,2.85983992, , ,451,388,86,39,8.6,0,0,2,0.4,25.2,{E4FA6441-D622-453A-98BC-4AE076BB9E8E},
-84.711070945904751,34.501267844358452,420,Ranger,522.24798584,0.81601202, , ,48,37,77.1,4,8.3,0,0,7,14.6,39.1,{27B2CFDC-A75A-4AD1-B5D9-8357A4FC422F},
-85.031493264417435,34.405271443989491,421,Plainville,462.20599365,0.722197, , ,140,104,74.3,31,22.1,0,0,5,3.6,23.7,{902AD6E4-8E6C-48F9-A430-85AC5CA9820D},
-84.699801188886951,34.437999072227321,422,Fairmount,1145.41003418,1.78970003, , ,301,259,86,35,11.6,0,0,2,0.7,27.2,{E4F25AAA-1AF4-40A2-BEC7-A6C084F5F652},
-84.93942337392285,34.492586542890564,423,Calhoun,9616.5703125,15.02589989, , ,6354,4702,74,1111,17.5,1,0,126,2,17.4,{4CC8C476-99B3-436A-92DC-E0BCA9D4A8D8},
-83.71783675123315,34.184896928810879,424,Talmo,1355.16003418,2.11743999, , ,137,114,83.2,4,2.9,0,0,16,11.7,20.7,{713CB4E9-C78B-4CA5-A878-44D66802DAF7},
-83.682586709573869,34.164540724363171,425,Pendergrass,1950.16003418,3.04713011, , ,176,147,83.5,9,5.1,0,0,20,11.4,28.4,{28694792-56CA-4BC5-87D4-723D15B4CB0A},
-83.429108916056464,34.117377764084573,426,Nicholson,2572.47998047,4.01948977, , ,497,434,87.3,29,5.8,0,0,25,5,28,{3D95936A-7063-4E2A-B301-75C39EF10CC6},
-83.552825372869449,34.255100122677078,427,Maysville,2759.80004883,4.31219006, , ,810,708,87.4,59,7.3,0,0,40,4.9,33.2,{7D2ACF57-2ECF-4F87-B442-33D7F9958A82},
-83.601759814306547,34.136426432253351,428,Jefferson,14079.79980469,21.99970055, , ,4169,3499,83.9,324,7.8,0,0,325,7.8,30.4,{4DCC2A98-DE8C-4BAA-8AB5-44A904DEE075},
-83.761676447139891,34.093375009088263,429,Hoschton,1662.51000977,2.59766006, , ,702,607,86.5,22,3.1,4,0.6,60,8.5,29.9,{A155A923-8BB7-472B-8378-73E0CA537D87},
-83.473138386583116,34.212975053581388,430,Commerce,7554.20019531,11.80340004, , ,2558,2143,83.8,190,7.4,0,0,42,1.6,25.3,{B02ECC4B-F1FA-4ED7-84FB-853B41F35084},
-83.540330601796242,34.071099857649621,431,Arcade,5440.31982422,8.50051022, , ,647,581,89.8,38,5.9,0,0,26,4,29.7,{81CBC457-B122-47A2-BD6C-CC96861F0F97},
-84.965353624932035,34.90144610197946,432,Varnell,2148.59008789,3.3571701, , ,871,798,91.6,66,7.6,4,0.5,3,0.3,25.5,{EAF53120-143F-4DB1-9DAF-BFCF926561EB},
-85.040599847312308,34.847767825494756,433,Tunnel Hill,1026.69995117,1.60422003, , ,441,404,91.6,35,7.9,0,0,0,0,24.1,{78980C1E-ACF7-478F-89BE-BCD2D9F90813},
-84.970975198523675,34.768969097221074,434,Dalton,13155,20.55470085, , ,13947,11202,80.3,1692,12.1,51,0.4,331,2.4,17.1,{70776450-4063-40BA-8EB8-D0B5C52F511A},
-84.959041029403423,34.953855891994884,435,Cohutta,3023.7199707,4.72455978, , ,291,284,97.6,4,1.4,0,0,3,1,31.7,{063B6E39-7997-452D-9A7D-6FB74987F823},
-83.497493687627127,34.521815550976669,436,Mount Airy,1656.56994629,2.58839011, , ,579,520,89.8,53,9.2,0,0,3,0.5,23.1,{289444DD-C0EE-4F02-AA0F-85C1AA0CBDA0},
-83.54239322468311,34.564878839827038,437,Demorest,1454.02001953,2.27190995, , ,729,459,63,64,8.8,7,1,49,6.7,16.1,{4F4AEA01-8991-4987-BF56-C06875CAC6AB},
-83.530799781608977,34.516268252030059,438,Cornelia,2548.37988281,3.98184991, , ,1285,988,76.9,151,11.8,0,0,61,4.7,18,{DE85C12B-8D91-40FB-B54D-595FA92106EE},
-83.528366093529414,34.610226603817729,439,Clarkesville,1592.70996094,2.48861003, , ,752,671,89.2,3,0.4,3,0.4,58,7.7,25.5,{337E7085-0716-4BC4-AABD-93D93CA0088C},
-84.21225615868893,33.185105651556761,440,Orchard Hill,229.94200134,0.35928401,yes, ,52,29,55.8,22,42.3,0,0,1,1.9,33.8,{4A3BC0B9-6ED8-46F0-B84E-0241A7043EFB},
-83.830027971562785,34.289816636956495,441,Gainesville,21492.30078125,33.58169937,yes, ,14881,10715,72,2692,18.1,30,0.2,397,2.7,21.4,{3A9D651D-3B66-4EE4-BF93-10FD6507A7FE},
-83.88468062757741,34.224253971405382,442,Oakwood,3038.7199707,4.74800014,yes, ,2018,1735,86,179,8.9,0,0,49,2.4,23.4,{525EC19E-F121-4A40-896C-7B7B888C7804},
-84.922017989002697,34.371339296457023,443,Adairsville,5773.89990234,9.02171993,yes, ,1985,1513,76.2,317,16,16,0.8,31,1.6,30.5,{DBCA2EC7-39FB-4124-BB40-5768CADDBC9E},
-84.800719220063428,34.163044841304604,444,Cartersville,18589.30078125,29.04579926,yes, ,7983,6384,80,900,11.3,10,0.1,257,3.2,21.7,{0F254E3D-E6BC-4A8E-B51D-2F0E965A1A25},
-84.743951065563849,34.12921314736888,445,Emerson,4520.04003906,7.06256008,yes, ,676,501,74.1,101,14.9,7,1,59,8.7,25,{E86EDF85-0FCD-4B7E-8411-52BA82431956},
-84.104920206491641,33.342971746240458,446,Locust Grove,6320.72021484,9.8761301,yes,yes,2234,1769,79.2,358,16,0,0,50,2.2,30.4,{0CEC062F-F458-4FB2-BCE8-C93541AFEFB2},
-84.229304375183133,33.526630510962455,447,Stockbridge,8467.58007813,13.23060036,yes,yes,11285,9562,84.7,992,8.8,158,1.4,456,4,30.7,{ED8AC0EC-8B48-4E1D-9FF6-4D2C636CC403},
-84.594055158203389,33.475292274261513,448,Tyrone,8237.28027344,12.87069988,yes,yes,3073,2503,81.5,203,6.6,56,1.8,251,8.2,28.9,{9B651B98-51A7-4AF2-A1C1-1716D4B08A3D},
-84.3397633311411,33.581643165243413,449,Morrow,2139.9699707,3.34370995,yes,yes,3331,2917,87.6,381,11.4,22,0.7,0,0,25.9,{7084DA73-D0A7-43D1-B103-739215B39C91},
-84.409712629988434,33.564813505928633,450,Riverdale,2903.9699707,4.53745985,yes,yes,6351,4912,77.3,880,13.9,261,4.1,30,0.5,27,{4007FD9A-AC60-45F6-97C5-8656FC033605},
-83.66507464233149,34.395308134882995,451,Lula,2681.41992188,4.18972015,yes, ,1106,988,89.3,104,9.4,0,0,7,0.6,28.3,{FB470B78-10C7-4678-81EF-39A1225838F2},
-84.291084540662524,33.34206386867934,452,Sunny Side,129.58900452,0.202483,yes, ,53,40,75.5,1,1.9,0,0,0,0,26.9,{5BFBA452-EC6F-48A5-A2D5-11E7FCF71AE0},
-83.81286656433943,34.004530142286285,453,Carl,706.07897949,1.10325003,yes, ,100,88,88,7,7,0,0,5,5,23.4,{3227E955-DCB2-4485-993E-2CC778FAE305},
-84.707179420904893,33.738212215987538,454,Douglasville,14281.59960938,22.31489944,yes,yes,13340,10982,82.3,1034,7.8,158,1.2,877,6.6,31.6,{20D085D7-B9ED-4005-9B7E-E5909790ADD3},
-84.150777027118821,33.439847612069862,455,McDonough,8167.25976563,12.76130009,yes,yes,9028,6903,76.5,1185,13.1,176,1.9,485,5.4,32.6,{99EC43F6-3D73-4F5E-BF7B-CB988F5D659A},
-84.912282641326428,33.492146250830558,456,Whitesburg,1609.04003906,2.51413012,yes, ,200,169,84.5,23,11.5,0,0,2,1,32.6,{11684293-A419-4377-8BAC-8C0DCBEC27D6},
-84.13572877789737,34.207635866585001,457,Cumming,3736.07006836,5.83760977,yes, ,2226,1612,72.4,346,15.5,65,2.9,42,1.9,23.3,{D457353F-BDA4-4503-9636-EFC88304E203},
-83.80449371549301,33.817758959478475,458,Between,775.99102783,1.21248996,yes, ,151,107,70.9,29,19.2,0,0,15,9.9,29.4,{3C07E475-12FD-477B-9807-F93F41F87037},
-83.609389955774702,33.7849911394296,459,Good Hope,1195.81005859,1.86846006,yes, ,166,153,92.2,13,7.8,0,0,0,0,24.9,{4D15C2ED-B8BF-489D-9C6A-23C763E7EE51},
-84.917273333672227,33.729733927511077,460,Villa Rica,9317.03027344,14.55790043,yes,yes,5811,4320,74.3,1114,19.2,16,0.3,245,4.2,34.6,{D6447701-D8AD-4148-8CDF-D4D2C2448BC5},
-85.131257965995303,33.456975255882099,461,Roopville,505.50698853,0.789855,yes, ,88,82,93.2,6,6.8,0,0,0,0,33.6,{FD758F56-9CFE-4DF6-A6BA-3557A2FCF333},
-83.812030758229866,34.108753566551663,462,Braselton,7783.25976563,12.16129971,yes,yes,3515,2904,82.6,308,8.8,22,0.6,242,6.9,31.2,{891EDB4C-1930-4C77-AB1F-271FE65259A4},
-84.341169353598247,33.606458668050152,463,Lake City,1178.94995117,1.84210002,yes,yes,909,731,80.4,89,9.8,11,1.2,16,1.8,24.2,{D08FF197-DDDA-41CE-9BDE-8DB302334EC6},
-84.358988642061618,33.620921013595755,464,Forest Park,6003.24023438,9.3800602,yes,yes,7046,4467,63.4,1514,21.5,109,1.5,109,1.5,26.5,{2EAE1127-A9F0-49C9-B8F2-64588A8EBC71},
-84.549977386829084,34.317295467618052,465,Waleska,942.78900146,1.47310996,yes,yes,140,86,61.4,11,7.9,0,0,14,10,27,{80602152-C27D-45EB-8A34-CB28ADD72597},
-84.413287882982118,34.083152248603916,466,Mountain Park,331.47601318,0.517932,yes,yes,330,273,82.7,16,4.8,4,1.2,37,11.2,35.1,{4BFD14DD-503E-40D0-A76E-1D75451865DA},
-84.409512592250209,33.660854072152105,467,Hapeville,1517.29003906,2.37075996,yes,yes,2729,2114,77.5,272,10,266,9.7,55,2,27.1,{0FFA6F6E-2FE1-40C5-B088-222CBB1D8565},
-84.370149040165941,33.936920482430288,468,Sandy Springs,24833.19921875,38.80189896,yes,yes,53213,39602,74.4,4543,8.5,4191,7.9,3747,7,24.6,{06DEDF84-E1C1-459C-969F-F79F92A1682C},
-84.273847165920444,34.070356993043319,469,Alpharetta,17436.69921875,27.24480057,yes,yes,29004,22878,78.9,1487,5.1,390,1.3,3263,11.3,26.1,{B7DC73E8-E5C9-4095-9BDC-7A8DEFB2681D},
-84.42316614682484,33.762812073755256,470,Atlanta,85712,133.92500305,yes,yes,202752,138873,68.5,15329,7.6,20198,10,14768,7.3,25.4,{8366FFBE-C926-4D65-AAB5-BE2BC5431149},
-84.667873809369837,33.531336274575118,471,Palmetto,7635.18994141,11.93000031,yes,yes,1861,1198,64.4,556,29.9,31,1.7,76,4.1,31,{B59F0A12-876A-4130-8E4E-A97B9D798878},
-84.202698618795651,34.033210419270148,472,Johns Creek,20090.19921875,31.39089966,yes,yes,38132,29501,77.4,3139,8.2,246,0.6,4402,11.5,31.5,{289E95AF-F973-416C-83ED-ADBEC8A9BE52},
-84.751560217564958,33.560435897708508,473,Chattahoochee Hills,32774.3984375,51.21009827,yes,yes,1193,975,81.7,58,4.9,0,0,123,10.3,34.7,{56BD7F45-4CC8-44E6-ABBE-F7B0CB74B717},
-84.459869073807198,33.638531744496255,474,College Park,6427.58984375,10.04310036,yes,yes,5582,3031,54.3,544,9.7,1323,23.7,193,3.5,29.9,{54B04D1A-655A-4C7C-8D2A-EEA5E8E2A99B},
-84.31388036807401,34.135286005142028,475,Milton,25062.90039063,39.16080093,yes,yes,15965,12859,80.5,750,4.7,186,1.2,2014,12.6,28.9,{39E43E0C-A2CF-4992-8AF4-8246F5B5D135},
-84.470067790512857,33.669695190130447,476,East Point,9422.79003906,14.72309971,yes,yes,14361,8812,61.4,1826,12.7,2652,18.5,590,4.1,28.7,{A298BC33-C20C-400A-8AA1-BF40C36D5AC7},
-84.351349959983636,34.039417972171961,477,Roswell,26708.40039063,41.73189926,yes,yes,47126,36006,76.4,4769,10.1,1327,2.8,3915,8.3,27.7,{8BCC99B2-9883-40C0-9718-6F0E0A69DC62},
-84.302456077187998,33.895994683130517,478,Chamblee,3065.34008789,4.78958988,yes,yes,9091,5023,55.3,2070,22.8,1242,13.7,456,5,26.3,{FE87980B-5689-4DA6-A936-FF10FD9B264C},
-83.598828093259172,33.964919020886022,479,Statham,2255.29003906,3.52389002,yes, ,1102,914,82.9,92,8.3,0,0,64,5.8,29.5,{14E5BA2F-3AAA-4149-8E1D-3AFCF41A215C},
-84.568573266990512,33.228598025347495,480,Haralson,449.04199219,0.70162702,yes, ,87,69,79.3,18,20.7,0,0,0,0,31.7,{A96405FF-067B-408D-9786-9E6A826D772E},
-84.829290196591458,33.236964262510817,481,Grantville,3789.94995117,5.92180014,yes, ,1205,982,81.5,143,11.9,0,0,33,2.7,35.8,{D92C7120-9286-4E62-9434-B5609D9630D7},
-84.490072464258716,34.246704777258373,482,Canton,11910.20019531,18.60960007,yes,yes,10540,8271,78.5,1356,12.9,6,0.1,445,4.2,30.3,{CD9F83AE-8C19-4FB2-9F2E-6AFCCAE837F6},
-84.644902668259562,33.820030711501566,483,Austell,3759.55004883,5.8743,yes,yes,2675,2007,75,443,16.6,35,1.3,97,3.6,31.1,{075A8BCD-2F51-41F4-B555-ADEEF0405329},
-84.542243141015391,33.953188973453777,484,Marietta,14756.29980469,23.05669975,yes,yes,28671,20448,71.3,4114,14.3,769,2.7,1598,5.6,27.4,{9767A098-2A58-420D-A63F-2A817EBF508E},
-84.77121520403881,33.877150292482497,485,Hiram,2442.64990234,3.81664991,yes, ,1784,1490,83.5,204,11.4,32,1.8,58,3.3,34.6,{2A698DC5-A192-4857-BB62-CBBBDAC12914},
-85.083569088503211,33.581870785129041,486,Carrollton,14585.09960938,22.78930092,yes, ,10013,8034,80.2,950,9.5,8,0.1,374,3.7,20.2,{853646E5-C760-4F5A-B174-1B5A78F64B2D},
-84.240270781375855,33.810495226521617,487,Clarkston,676.57702637,1.05715001,yes,yes,2864,1603,56,848,29.6,251,8.8,53,1.9,33.6,{861C4457-28F6-417F-8553-00211DECF116},
-84.206110191064099,33.790529890190811,488,Pine Lake,161.09199524,0.251706,yes,yes,356,274,77,18,5.1,25,7,35,9.8,36.5,{6133E521-38B5-4C8D-88F6-86E27BC4D6FA},
-84.264869669881122,33.769791471424242,489,Avondale Estates,774.64801025,1.21038997,yes,yes,1380,1060,76.8,107,7.8,49,3.6,141,10.2,28.1,{D112E21A-F510-48D3-8E59-B44E728C8C17},
-84.105968683420443,33.712806613180248,490,Lithonia,593.00500488,0.92657101,yes,yes,714,499,69.9,77,10.8,92,12.9,9,1.3,36,{FA1F5268-1132-4BD6-A4DE-1D00F355A343},
-84.172234049234646,33.803497629854689,491,Stone Mountain,1042.77001953,1.62934005,yes,yes,2882,2176,75.5,171,5.9,451,15.6,84,2.9,35.2,{51401879-81F9-43C4-8AE9-590812A934A2},
-83.799391837099208,33.717406480381207,492,Jersey,474.91900635,0.74206102,yes, ,57,38,66.7,2,3.5,0,0,13,22.8,28.3,{07D1C0A8-75F2-4900-AF44-B1A0147D22E7},
-83.715411727193711,33.79942368665408,493,Monroe,9681.74023438,15.12769985,yes, ,4915,3909,79.5,702,14.3,0,0,189,3.8,25.6,{350AD29D-667F-48FB-8F7C-76ECE2771AB4},
-83.851094583476183,33.745226613068333,494,Walnut Grove,1831.68005371,2.86199999,yes, ,533,440,82.6,56,10.5,4,0.8,20,3.8,33.9,{0A4309D0-96B5-44FA-B08B-D8387DDECA3C},
-84.516908734947606,33.864225203010221,495,Smyrna,9733.99023438,15.20940018,yes,yes,29203,23920,81.9,1593,5.5,530,1.8,2138,7.3,28.3,{581C5898-D9F5-42A8-827A-0B2E24B32C87},
-84.275051325311409,33.906742790991956,496,Doraville,2269.69995117,3.54641008,yes,yes,5265,2829,53.7,1591,30.2,419,8,90,1.7,29.2,{454BF1FE-7F88-4C47-AC97-CD7DBB8996AD},
-84.312237047779547,33.941761616221783,497,Dunwoody,8476.19042969,13.24400043,yes,yes,23201,17886,77.1,1989,8.6,1080,4.7,1758,7.6,25.2,{789668DA-D426-4F4D-9B9A-644A6884F0DF},
-84.842636755119841,33.915224162032786,498,Dallas,4480.72998047,7.00114012,yes, ,5084,3912,76.9,831,16.3,193,3.8,111,2.2,36.7,{F301F79E-0001-42A5-B963-FA6CC9E3527F},
-85.029312211288186,33.732804805552739,499,Temple,4765.77001953,7.44651985,yes, ,1743,1384,79.4,306,17.6,44,2.5,9,0.5,30,{986B16FC-2DEB-43C8-9588-71A1BEEA8704},
-85.253301327658406,33.5397346425083,500,Bowdon,2390.07006836,3.7344799,yes, ,626,512,81.8,57,9.1,0,0,16,2.6,23.5,{AB77306B-AEB5-405A-BAAE-E5D52AF84DC9},
-84.29669291714923,33.771187231814118,501,Decatur,2767.83007813,4.32473993,yes,yes,9583,6732,70.2,601,6.3,589,6.1,963,10,24.4,{6051BFBA-3CFB-47FB-9A1A-D0DAA968BCAE},
-83.709121816291415,33.937503059980436,502,Bethlehem,1471.89001465,2.29982996,yes, ,320,215,67.2,97,30.3,0,0,8,2.5,30.7,{A69E7285-8281-440C-87E5-4CC1A49674F5},
-83.720903192575122,33.992463817842072,503,Winder,8141.43017578,12.72099972,yes, ,5534,4395,79.4,802,14.5,0,0,208,3.8,31,{F8C1D404-0C9F-4827-88DA-718EAC34493B},
-84.76965549570842,33.286161658521095,504,Moreland,499.70901489,0.78079599,yes, ,162,132,81.5,20,12.3,0,0,9,5.6,22.1,{8062E2BC-9B79-4F53-A15B-AB036D0B890D},
-84.774649366800546,33.376773447632559,505,Newnan,11933.59960938,18.64629936,yes, ,14373,10755,74.8,2470,17.2,147,1,796,5.5,28,{6B75405D-5D6A-4DC4-B49C-49246BCFBFA7},
-84.553248491392267,33.309696701262823,506,Senoia,3525.39990234,5.50844002,yes, ,1726,1449,84,186,10.8,0,0,60,3.5,33.9,{1EE5CF4E-E346-4369-AAFD-1B0A6E907196},
-84.648962872260583,33.340864736683635,507,Sharpsburg,343.91500854,0.53736699,yes, ,189,151,79.9,24,12.7,0,0,11,5.8,34.4,{0203F2FD-E302-4BF3-89B5-3F53C10E7222},
-84.637103793347165,33.325960499099196,508,Turin,815.93597412,1.27489996,yes, ,163,106,65,13,8,2,1.2,42,25.8,32.9,{62ED220A-7F81-48B3-9663-3DD9C5C9321E},
-84.003922477213564,33.856105846488163,509,Snellville,6713.37011719,10.48960018,yes,yes,7937,6258,78.8,1194,15,0,0,330,4.2,35,{979B1458-A9FB-4B16-9FAF-49579FCF4C71},
-83.992578039766144,33.952373945459541,510,Lawrenceville,8580.13964844,13.40649986,yes,yes,12061,9646,80,1285,10.7,141,1.2,562,4.7,31,{F1600494-0870-4E45-B014-DA422C651007},
-83.893710519324202,33.980852514875849,511,Dacula,3149.36010742,4.92087984,yes,yes,1868,1405,75.2,390,20.9,0,0,41,2.2,40.3,{72925944-9E5D-4497-97C3-2B17AF355C37},
-84.184175631035316,33.979705296837729,512,Berkeley Lake,1096.59997559,1.71343005,yes,yes,843,719,85.3,40,4.7,9,1.1,61,7.2,29.4,{43939709-0506-491F-973F-8FBA9A4531CD},
-84.206976294644477,33.937993955311612,513,Norcross,3855.66992188,6.02447987,yes,yes,7052,5051,71.6,1262,17.9,168,2.4,233,3.3,29.7,{CD976A60-126D-49BC-B616-9BD5FE9338B1},
-84.231956065184292,33.966671519328038,514,Peachtree Corners,10531.79980469,16.45599937,yes,yes,19832,15200,76.6,2042,10.3,335,1.7,1681,8.5,27.1,{7B8534C1-47D9-4DB4-B7A3-6DFD487DA78E},
-84.056063307249616,34.108011757207308,515,Sugar Hill,6745.62988281,10.53999996,yes,yes,9364,7581,81,926,9.9,75,0.8,743,7.9,31.6,{1C68B8EB-D649-43B2-8701-66C4ED155693},
-84.068704537583415,34.050667453129208,516,Suwanee,6999.31982422,10.93640041,yes,yes,8167,6455,79,900,11,62,0.8,679,8.3,33,{BF11888A-C566-4E41-8F7D-94C06E43E854},
-83.895852407895475,33.835147442713712,517,Loganville,4748.70996094,7.41985989,yes,yes,4668,3917,83.9,486,10.4,37,0.8,170,3.6,34.5,{E49B3170-3AB8-4094-BF16-E565ABCA5A71},
-84.668957974896827,34.056466088946109,518,Acworth,5660.68017578,8.84480953,yes,yes,10162,7907,77.8,1097,10.8,71,0.7,598,5.9,33.7,{C74A691B-D7A2-49F4-998B-0C47A2CA855B},
-84.318105798654457,33.442092430491975,519,Lovejoy,1671.93005371,2.61238003,yes,yes,2528,1847,73.1,349,13.8,14,0.6,67,2.7,29.2,{B0C1697C-6DC5-48E5-94CF-E3E5C5F816B8},
-84.683739124241455,33.865974359044465,520,Powder Springs,4570.22998047,7.14097977,yes,yes,5819,4883,83.9,570,9.8,59,1,209,3.6,34.8,{16651BAE-B710-4702-A69B-592413B58834},
-84.331360490904345,33.875501450365654,521,Brookhaven,7265.83007813,11.35289955,yes,yes,28472,19971,70.1,1902,6.7,3350,11.8,1999,7,26.2,{00F08338-1EC2-4286-8EAB-58E63519C7C3},
-84.361162162543934,34.342087242399657,522,Ball Ground,3527.73999023,5.51209021,yes,yes,793,642,81,94,11.9,0,0,46,5.8,27.5,{A3B17171-34E1-4799-BA7E-16038791825F},
-83.974909587349728,34.133661274608095,523,Rest Haven,180.92900085,0.282702,yes,yes,17,17,100,0,0,0,0,0,0,,{55B4988B-7EBD-4F32-A149-CB691AB6570D},
-84.149314606428277,34.005005451853755,524,Duluth,6487.18994141,10.13619995,yes,yes,13236,10536,79.6,1280,9.7,164,1.2,763,5.8,29.4,{8D6207B8-3401-4C6B-9044-588AB8569C0F},
-84.136684492889856,33.889583337755269,525,Lilburn,4308.10986328,6.73142004,yes,yes,5133,3937,76.7,874,17,45,0.9,120,2.3,28.6,{9F937E31-E22C-4E5C-BC56-1A717D089F51},
-84.508375850725372,34.102654341974869,526,Woodstock,7195.87988281,11.24359989,yes,yes,12473,10115,81.1,894,7.2,123,1,863,6.9,34.1,{70B71E5C-75CF-47C5-8D08-6B64E9C2F2E6},
-84.48577894179661,34.168033204738023,527,Holly Springs,4309.41015625,6.73344994,yes,yes,4528,3781,83.5,340,7.5,0,0,259,5.7,33.9,{1E4DC50D-3729-41CF-ACF6-40528493DC2D},
-83.36892057803837,33.950820691774162,528,Athens-Clarke County (balance),75612.796875,118.14499664, , ,,,,,,,,,,,{B28BED6F-36F0-4AAC-934D-35A2B5FD376F},
-83.649587686112412,32.832042310978082,529,Macon,36067.6015625,56.35559845, , ,,,,,,,,,,,{B025044F-3659-480E-9720-BBDDAF46734A},
-85.018793365752074,31.867319343011143,530,Georgetown-Quitman County,102757,160.55799866, , ,,,,,,,,,,,{CA5D2284-2063-4410-ADDE-1B9C41D204B9},
-82.869088805371845,30.989102253912979,531,Du Pont,501.03799438,0.78287202, , ,,,,,,,,,,,{ED0FA545-824E-4CF0-80E9-6E5282E8608F},
-81.683916579374994,31.836774273774541,532,Gumbranch,524.9039917,0.820162, , ,,,,,,,,,,,{A569A369-711B-40DF-AD14-5BEBBD3BB358},
-82.624992584782547,33.153427231841725,533,Edge Hill,118.27100372,0.184799, , ,,,,,,,,,,,{B3FBE8CD-DAFA-4145-AFEA-DA2332A64AEA},
-82.070829921734898,33.364454906792965,534,Augusta-Richmond County (balance),196413,306.89599609, , ,,,,,,,,,,,{E4B8FDA0-C39D-4ED8-9922-8A8371932243},
-82.890474391522559,32.056245208769141,535,McRae,2829.7800293,4.42152977, , ,,,,,,,,,,,{6D8D06F6-6CEC-46A3-BE7B-570F6F80FDE4},
-82.910172888357323,32.078818546165913,536,Helena,1354.2199707,2.1159699, , ,,,,,,,,,,,{4F801EE3-DD57-4613-A92C-745B4AE0C3B6},
-83.679414635151659,32.851844172713584,537,Payne,27.45899963,0.0429047, , ,,,,,,,,,,,{FED3A990-411F-404E-A168-BB3C033DAAD5},
