X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Civilian_nonInstitutional_Pop,Civ_nonInstitution_Pop_wDisabil,Pct_Civ_nonInstitut_Pop_wDisab,Civ_nonInstitut_Pop_under_18yrs,Civ_nonInst_under18_wDisab,Pct_Civ_nonInst_under18_wDisab,Civ_nonInst_Pop_18_to_64,Civ_nonInst_18_to_64_wDisab,Pct_Civ_nonInst_18to64_wDisab,Civ_nonInst_Pop_65years_up,Civ_nonInst_65up_wDisab,Pct_Civ_nonInst_65up_wDisab,GlobalID,last_edited_date
-83.753886908511703,32.647663080999557,106,Byron,5537.50976563,8.65235996, , ,4694,547,11.7,1199,74,6.2,2718,151,5.6,777,322,41.4,{5D8BC9E5-850A-40DD-A907-54E6E10C7BE7},
-81.93045413500856,32.153590449696289,107,Hagan,1379.86999512,2.15604997, , ,870,103,11.8,235,3,1.3,547,74,13.5,88,26,29.5,{800B7B0D-92BB-4838-A008-13CDDB744220},
-81.835592961870034,32.151149802265479,108,Daisy,593.68902588,0.92763901, , ,119,36,30.3,21,3,14.3,77,20,26,21,13,61.9,{FD24C7F1-9A56-4A26-ADA0-BED90B1D1B04},
-81.909360384194969,32.161346305911557,109,Claxton,1123.06994629,1.75479996, , ,2049,387,18.9,558,8,1.4,1116,166,14.9,375,213,56.8,{340A4177-8B36-4C83-A26F-E4CCDDF4FBF4},
-81.974357214127508,32.152563899449291,110,Bellville,647.90002441,1.01233995, , ,247,16,6.5,61,0,0,145,2,1.4,41,14,34.1,{C766E70D-35C8-4CD9-812F-8944E70752FF},
-82.014594215918066,33.091118108378325,111,Waynesboro,3503.2800293,5.4738698, , ,5711,802,14,1885,65,3.4,3204,513,16,622,224,36,{C295CC33-45DD-4204-8D8B-B687C48980A0},
-82.247441425225574,33.037592339327702,112,Vidette,623.63897705,0.97443599, , ,117,17,14.5,30,0,0,68,12,17.6,19,5,26.3,{40E4FCB7-3045-42BA-8448-6EF168ED1637},
-81.762127186534386,32.975587677956774,113,Sardis,1000.64001465,1.56350005, , ,1058,203,19.2,347,44,12.7,610,96,15.7,101,63,62.4,{84111843-2221-4902-873C-DC2BBF18E75D},
-82.234609047061682,32.821756865793134,114,Midville,1278.72998047,1.99802005, , ,223,67,30,42,0,0,115,24,20.9,66,43,65.2,{5AB14B4E-53F6-471A-B2BD-BCCB7ABF55FB},
-82.228946156355477,33.237439468747873,115,Keysville,689.13800049,1.07677996, , ,292,56,19.2,67,0,0,191,41,21.5,34,15,44.1,{53FA56C2-7144-4143-81A0-3017F3A23ACA},
-82.403340633454278,32.213365122020335,116,Vidalia,11290,17.6406002, , ,10363,1260,12.2,3180,28,0.9,5828,701,12,1355,531,39.2,{57D9E7F7-7ED3-4767-BF08-EF6106D26C46},
-82.32973262805676,32.171267229557742,117,Santa Claus,118.60299683,0.18531699, , ,237,24,10.1,69,0,0,104,5,4.8,64,19,29.7,{5F75DBF7-C737-4121-81FD-9DF1793244F4},
-82.321484843021011,32.205265647399585,118,Lyons,5373.89013672,8.3967104, , ,4288,649,15.1,1404,44,3.1,2440,274,11.2,444,331,74.5,{B65D1548-5ABE-4695-A5DF-64201D5A9C21},
-83.937953525309595,33.034741581115348,119,Forsyth,3772.26000977,5.89415979, , ,3803,494,13,1115,15,1.3,2248,275,12.2,440,204,46.4,{0574B4B0-DFC9-4D97-A117-CABADF477754},
-84.09397346096101,32.863195841485776,120,Culloden,508.3460083,0.79429102, , ,278,43,15.5,76,10,13.2,165,19,11.5,37,14,37.8,{8C683FD6-69A7-4B4B-9074-C91455A7B3BE},
-82.741963171387042,31.038584958368478,121,Homerville,2244.97998047,3.50779009, , ,2454,506,20.6,765,46,6,1345,323,24,344,137,39.8,{0B635887-5A92-4FAD-9C76-FA6A57EF9138},
-82.572059374556972,30.688080067283366,122,Fargo,1765.01000977,2.7578299, , ,314,40,12.7,77,8,10.4,180,15,8.3,57,17,29.8,{9B172C24-AA24-40D7-A6D5-66EE2995D595},
-82.648878952020098,31.073219627348145,123,Argyle,1100.81994629,1.72002995, , ,240,90,37.5,33,3,9.1,186,77,41.4,21,10,47.6,{98BB0353-D6D9-48DB-B274-D58A1B2C436D},
-81.712179355767532,33.039956847216352,124,Girard,2050.07006836,3.20323992, , ,134,30,22.4,24,0,0,77,12,15.6,33,18,54.5,{343E555A-FAC4-4772-99B4-EA4D222F8169},
-82.202659241743433,33.301141015763186,125,Blythe,1811.68005371,2.83074999, , ,684,140,20.5,127,8,6.3,409,70,17.1,148,62,41.9,{7C86EB40-4018-4D29-A91A-FBBD639C8DC2},
-81.621748580766067,31.771642082963552,126,Walthourville,2471.05004883,3.86102009, , ,4041,684,16.9,1365,139,10.2,2486,436,17.5,190,109,57.4,{8981F71D-9C02-4689-8202-A260F3C2F638},
-81.443784465609554,31.726436697167767,127,Riceboro,7284.56982422,11.38210011, , ,848,191,22.5,142,5,3.5,510,83,16.3,196,103,52.6,{9010E951-DB0C-4792-98DB-422603BB40D4},
-81.419132048241124,31.800413227515584,128,Midway,4136.24023438,6.46288013, , ,1976,211,10.7,623,19,3,1239,145,11.7,114,47,41.2,{C1A12F3F-636C-42E1-8354-CA58B740A521},
-81.621543345484753,31.826913467702919,129,Hinesville,13531.40039063,21.14290047, , ,31362,3684,11.7,9672,494,5.1,19783,2270,11.5,1907,920,48.2,{83504F66-C758-4378-B1F5-56B1C4BFB735},
-81.560452138446223,31.850564777313423,130,Flemington,3043.37988281,4.75528002, , ,820,75,9.1,212,11,5.2,564,44,7.8,44,20,45.5,{40FF4EEA-536F-4082-95FD-EA81B7B765B1},
-81.607719173160817,31.784049580810269,131,Allenhurst,709.18701172,1.10810006, , ,535,85,15.9,146,3,2.1,291,48,16.5,98,34,34.7,{44C63A0A-9B63-46C0-BE45-8F078441E800},
-83.292929885997893,34.172925455784728,132,Ila,493.30999756,0.77079701, , ,418,49,11.7,155,1,0.6,237,38,16,26,10,38.5,{33A2FEDC-6002-4D43-915C-954B58B532BD},
-83.293951044134715,34.015410785259,133,Hull,204.90899658,0.320171, , ,178,13,7.3,37,0,0,127,8,6.3,14,5,35.7,{670BCF78-EDCC-4840-A8E6-FAEE37C9973D},
-83.220142178231825,34.123290395795117,134,Danielsville,955.43200684,1.49285996, , ,880,158,18,315,55,17.5,472,68,14.4,93,35,37.6,{8E4141A1-3F91-4810-9A16-DE22ADC04711},
-83.126345209105196,34.062505248887611,135,Comer,2088.7800293,3.26372004, , ,1266,138,10.9,312,14,4.5,808,77,9.5,146,47,32.2,{CE162CE8-98AD-41A8-B843-C02BA34715F2},
-83.213852923969498,34.037049941807751,136,Colbert,654.65997314,1.02291, , ,882,139,15.8,230,0,0,520,89,17.1,132,50,37.9,{14FFFB10-1AA5-43DF-AAF3-8D14D716AD15},
-83.038521414984245,34.042660753204856,137,Carlton,645.96002197,1.00931001, , ,292,44,15.1,38,0,0,196,30,15.3,58,14,24.1,{CF4ACF6F-D7B0-44E8-8573-83DAA1294215},
-83.407309454537014,33.86121799438439,138,Watkinsville,2114.80004883,3.30437994, , ,2765,232,8.4,736,29,3.9,1671,106,6.3,358,97,27.1,{83BCDB8E-1910-4F0E-AA95-64773343A024},
-83.501545826008623,33.827348217760672,139,North High Shoals,1595.23999023,2.49255991, , ,715,75,10.5,231,4,1.7,421,48,11.4,63,23,36.5,{763B3077-7B06-4BA1-AD57-923078CD4862},
-83.437176296089063,33.817148123837413,140,Bishop,505.40200806,0.78969002, , ,278,21,7.6,115,5,4.3,146,8,5.5,17,8,47.1,{419E0CC2-0502-4473-BF3C-B023C19642F2},
-82.021194590528367,30.86027759194199,141,Homeland,1579.51000977,2.46797991, , ,1141,199,17.4,278,34,12.2,709,80,11.3,154,85,55.2,{462CF709-CFA8-428A-8ED6-8B01894FEB33},
-82.007250843294685,30.839254892721545,142,Folkston,2684.97998047,4.19528008, , ,4589,657,14.3,724,6,0.8,3068,388,12.6,797,263,33,{620B4DD2-2761-4FD1-9794-8D0045F71789},
-83.440530540702483,31.169337460060131,143,Sparks,2648.95996094,4.13898993, , ,2102,283,13.5,672,15,2.2,1214,128,10.5,216,140,64.8,{06DD0330-1DC4-4F8D-8BE6-71E22E65E26C},
-83.467197057584897,31.267261924610054,144,Lenox,1039.22998047,1.62380004, , ,807,171,21.2,210,16,7.6,513,114,22.2,84,41,48.8,{3E72D98C-D53D-4EB0-BEEE-5F3A0D1505B7},
-83.390708196269429,31.046578522553055,145,Cecil,622.86700439,0.97322899, , ,325,72,22.2,76,8,10.5,217,50,23,32,14,43.8,{50DF5137-6E20-4256-9D00-AD682E41ACF6},
-83.425030299531798,31.131651734273799,146,Adel,5272.99023438,8.23904037, , ,5147,650,12.6,1561,31,2,2922,396,13.6,664,223,33.6,{126F852C-3C0E-4529-B1F5-3C8C2210C643},
-83.196856722726423,31.075660811639722,147,Ray City,570.49102783,0.89139199, , ,1301,251,19.3,336,5,1.5,819,194,23.7,146,52,35.6,{BB1F380F-60A9-43F2-BEB7-0A4770341007},
-83.24857448472838,31.205147233283618,148,Nashville,3010.81005859,4.70439005, , ,4698,1123,23.9,1253,43,3.4,2571,649,25.2,874,431,49.3,{4415CE11-7E31-4D9E-BDCF-9154803EE32E},
-83.329024152991053,31.407612620467621,149,Enigma,2101.30004883,3.28326988, , ,1052,156,14.8,295,19,6.4,698,102,14.6,59,35,59.3,{8CAC5128-72BD-4AC5-A8A4-27207966B1D5},
-83.223707115691639,31.383140222501396,150,Alapaha,657.05102539,1.02664006, , ,684,87,12.7,158,5,3.2,431,49,11.4,95,33,34.7,{99442F3D-306F-4050-B200-28C79503A04D},
-82.137122308158496,31.385285766687069,151,Patterson,1696.07995605,2.65013003, , ,869,175,20.1,203,14,6.9,547,100,18.3,119,61,51.3,{0C8AE638-FB4A-4C72-B355-B71AFEBA65CF},
-82.11319617826652,31.40883230659189,152,Offerman,2098.77001953,3.27933002, , ,432,98,22.7,76,4,5.3,305,69,22.6,51,25,49,{F8ED459F-3051-4064-8134-C58C476270FD},
-82.243011321746337,31.298911825827791,153,Blackshear,2876.04003906,4.49382019, , ,3354,837,25,1020,65,6.4,1583,253,16,751,519,69.1,{97B95050-708F-48A0-A0BC-49DBC5405D89},
-84.982264762118376,31.090060891355961,154,Jakin,793.72601318,1.24020004, , ,167,25,15,57,3,5.3,89,14,15.7,21,8,38.1,{FBBC6763-26A0-494B-82D1-E0849EC2D12E},
-84.71698907218412,31.298862585285853,155,Damascus,1132.14001465,1.76897001, , ,302,48,15.9,68,0,0,174,32,18.4,60,16,26.7,{9F513466-591F-4061-BEA1-0340DE5C66DA},
-84.094517585735446,32.560789526606904,156,Reynolds,1281.04003906,2.00162005, , ,1120,218,19.5,273,31,11.4,556,64,11.5,291,123,42.3,{FE8B5980-3DB8-46DE-A423-DF3A34B0C288},
-84.237718958843942,32.557035365373267,157,Butler,2089.52001953,3.26487994, , ,1662,259,15.6,307,0,0,1100,152,13.8,255,107,42,{1392EAEC-513F-4064-ADB4-628EA5B3C450},
-84.124158240808299,34.436920629676159,158,Dawsonville,5251.16015625,8.20493031, , ,2490,330,13.3,763,75,9.8,1391,128,9.2,336,127,37.8,{5E7536CB-46A3-40E9-A668-DCA7824C2279},
-82.719718273767796,32.726512628549038,159,Wrightsville,2307.27001953,3.60510993, , ,2957,638,21.6,721,41,5.7,1847,396,21.4,389,201,51.7,{183E2B5A-2837-48B3-9D4E-353C3C34D778},
-82.51352305415287,32.692186695680505,160,Kite,519.13299561,0.81114501, , ,306,112,36.6,93,9,9.7,170,76,44.7,43,27,62.8,{4D03C1CE-FF6C-4C94-BF52-E1EBF68E1EF8},
-84.922748347289883,31.382666107792989,161,Blakely,11303.59960938,17.66189957, , ,4653,733,15.8,1404,74,5.3,2486,297,11.9,763,362,47.4,{05F19493-DE6B-43CB-9DD2-14B38AE13431},
-84.725398648571229,31.437807120762063,162,Arlington,2645.47998047,4.13356018, , ,1200,175,14.6,461,20,4.3,629,120,19.1,110,35,31.8,{E40FAFDE-F9F0-4E0C-B554-9284517ACC83},
-83.786454578134368,32.092503695560772,163,Vienna,3513.45996094,5.48978996, , ,3862,539,14,1044,0,0,2284,400,17.5,534,139,26,{B5DAEFCA-5A38-46AD-853A-FC460E97719F},
-83.735620910335584,32.258273085514915,164,Unadilla,3891.67993164,6.08076, , ,1809,320,17.7,427,10,2.3,979,132,13.5,403,178,44.2,{9969B458-C457-42E5-AE64-D59C6F4D9735},
-83.759659084318443,32.195573579552352,165,Pinehurst,652.81097412,1.02002001, , ,452,82,18.1,117,9,7.7,233,21,9,102,52,51,{B3016D8C-0EE9-4943-8086-97F0B750302C},
-83.877467631544448,32.146540845210183,166,Lilly,385.16799927,0.601825, , ,237,40,16.9,83,0,0,144,37,25.7,10,3,30,{5BD27717-36FA-4D2F-9E25-EAC6FECCD467},
-83.928928427409673,32.22998236591301,167,Dooling,296.08099365,0.46262601, , ,349,48,13.8,124,4,3.2,197,36,18.3,28,8,28.6,{4ED13F45-2A53-4F61-AAC3-2FE19BA63B16},
-83.907242733746074,32.201638722050149,168,Byromville,231.59700012,0.36186999, , ,633,120,19,116,7,6,431,64,14.8,86,49,57,{E2F036EE-9B49-40D0-B38A-C0C9695E1EF1},
-82.742581616551661,33.735541383769856,169,Washington,4963.49023438,7.75544977, , ,3951,978,24.8,684,56,8.2,2312,409,17.7,955,513,53.7,{3DE174AC-A00A-4633-9BA9-574D0A16AA80},
-84.255178940936844,31.901107042870063,170,Smithville,1627.76000977,2.54338002, , ,598,126,21.1,145,11,7.6,399,98,24.6,54,17,31.5,{788DEF7A-47AB-4D99-9766-B8E01C52AE3D},
-84.16873151237742,31.732485899136158,171,Leesburg,3192.2199707,4.98784018, , ,2874,316,11,1017,69,6.8,1657,152,9.2,200,95,47.5,{4B0DC419-440C-415D-8A18-2895F91643F5},
-82.741985521397751,33.867370335925983,172,Tignall,1787.18994141,2.79249001, , ,604,84,13.9,166,1,0.6,338,41,12.1,100,42,42,{BD7CE9F3-5E32-4A21-A7D6-495724188547},
-82.903145834136581,33.79024859515004,173,Rayle,668.21099854,1.04408002, , ,226,45,19.9,77,0,0,123,36,29.3,26,9,34.6,{50CF9B3D-7A49-4DDC-90D4-9589961C39E4},
-84.192587173540943,33.117815815038583,174,Milner,1282.84997559,2.0044601, , ,1144,140,12.2,374,69,18.4,676,45,6.7,94,26,27.7,{0605AC65-03E2-4EAA-B65B-C9DD2AE55D07},
-84.152611211434362,33.05105954956106,175,Barnesville,3904.5,6.10077, , ,6354,943,14.8,1293,51,3.9,4216,571,13.5,845,321,38,{F40861EE-5A2A-48E5-B532-8457E0BFBF32},
-84.175988674016921,33.050914992717509,176,Aldora,165.79100037,0.25904801, , ,93,37,39.8,23,14,60.9,59,19,32.2,11,4,36.4,{0C06DC04-5997-46F5-B4BF-9C04206BA0EC},
-85.189220572916227,33.702590788146097,177,Waco,1177.44995117,1.83976996, , ,572,154,26.9,106,25,23.6,349,69,19.8,117,60,51.3,{4FF6EF02-860D-4302-A3DF-A0720ADFD283},
-85.285836343287826,33.733465012965418,178,Tallapoosa,6434.77978516,10.05430031, , ,3140,663,21.1,854,36,4.2,1861,427,22.9,425,200,47.1,{2DB32AAD-062D-4722-AA80-A4EF826A8DCF},
-84.957425184973047,33.980590125957008,179,Braswell,2549.60009766,3.9837501,yes, ,333,25,7.5,119,0,0,206,20,9.7,8,5,62.5,{0A93D548-0593-4DB9-AB7D-DCC9052DCE28},
-83.77200936904886,34.478401013118884,180,Clermont,1855.34997559,2.8989799,yes, ,1055,150,14.2,294,22,7.5,676,82,12.1,85,46,54.1,{ED822245-1552-4B24-AE27-48F7C0DCD3A6},
-84.285225195751494,33.383344464013682,181,Hampton,3516.64990234,5.49476004,yes,yes,7076,604,8.5,2697,126,4.7,3980,258,6.5,399,220,55.1,{C088E375-39BE-4315-B1F3-E2B12FFFCBEF},
-85.181398814958669,33.640789202680892,182,Mount Zion,5875.99023438,9.18124008,yes, ,1817,267,14.7,536,36,6.7,1139,182,16,142,49,34.5,{07D03B53-CD4E-4C32-A2A7-B59CD5027227},
-84.462872879561473,33.44784150090986,183,Fayetteville,7014.47021484,10.96010017,yes,yes,15836,1507,9.5,4404,63,1.4,9036,464,5.1,2396,980,40.9,{ED094690-E888-47F9-92EF-EEAE38FCFF77},
-84.411419799677887,33.362747275485248,184,Woolsey,537.23199463,0.83942503,yes,yes,158,28,17.7,30,4,13.3,82,4,4.9,46,20,43.5,{91823823-7650-49DD-BCA0-2D82232ADD1C},
-83.735353318185062,33.517825077122879,185,Mansfield,671.8460083,1.04975998,yes, ,347,77,22.2,80,7,8.7,202,29,14.4,65,41,63.1,{ACBC01D3-A195-4233-87A3-102CBA4ED280},
-85.180279374858941,33.803106667950892,186,Buchanan,1082.38000488,1.69121003, , ,920,185,20.1,229,13,5.7,562,99,17.6,129,73,56.6,{721AC23F-7B42-46CB-87C2-77BEE677598E},
-82.703137081920829,33.219887893722621,187,Mitchell,949.56799316,1.48370004, , ,189,37,19.6,47,6,12.8,126,17,13.5,16,14,87.5,{D8C3868D-66AA-4EDA-9C84-DD5116697807},
-82.595864064829186,33.23334181456881,188,Gibson,665.35498047,1.03962004, , ,530,90,17,137,0,0,250,53,21.2,143,37,25.9,{18099D32-9B79-48B7-A4CB-4E489425E092},
-82.638686513400287,31.519156978760947,189,Nicholls,1185.88000488,1.85293996, , ,969,151,15.6,304,21,6.9,562,85,15.1,103,45,43.7,{272BEAC5-39D9-4B5B-A328-7F9A758FFFFB},
-82.854321423723633,31.507330203451076,190,Douglas,8935.88964844,13.9623003, , ,11677,2167,18.6,3211,105,3.3,6943,1261,18.2,1523,801,52.6,{D27C82EA-6EFD-4DB2-9CCB-E1163AEB55FA},
-82.887714670713549,31.624799544126741,191,Broxton,2149.81005859,3.35908008, , ,1075,240,22.3,247,2,0.8,633,176,27.8,195,62,31.8,{D711DA6E-C919-465D-B1DE-B3D41C06BB82},
-83.013718908425304,31.594447996491969,192,Ambrose,2006.40002441,3.13499999, , ,502,70,13.9,178,2,1.1,264,32,12.1,60,36,60,{979E9E85-B6BE-4B48-9D7D-CB1D5967DF52},
-83.343327100485979,32.686303571156586,193,Jeffersonville,2347.19995117,3.66750002, , ,1060,242,22.8,261,3,1.1,619,174,28.1,180,65,36.1,{63C89877-1208-4321-9B89-8B3016ABAAA5},
-83.246061236578768,32.606019521072078,194,Danville,504.94299316,0.78897399, , ,235,29,12.3,36,0,0,154,7,4.5,45,22,48.9,{2E7794F5-5980-4866-A72F-8E6CEBA7B669},
-82.099470477394306,33.290730720146001,195,Hephzibah,12410.79980469,19.39189911, , ,4026,668,16.6,1047,146,13.9,2502,337,13.5,477,185,38.8,{BEBDAA83-4C90-41D2-B528-367C2463A284},
-85.310768069088425,34.547950852173884,196,Trion,2462,3.84687996, , ,2124,206,9.7,690,25,3.6,1239,71,5.7,195,110,56.4,{30D6B04E-B992-4402-A349-3F28F063F475},
-85.349076013501971,34.478757427070846,197,Summerville,2568.88989258,4.01388979, , ,4214,981,23.3,915,16,1.7,2447,453,18.5,852,512,60.1,{92F8F5D7-6CF8-4BE3-BB50-4261C226572E},
-85.477615831921966,34.48349752598142,198,Menlo,501.21899414,0.78315401, , ,450,62,13.8,95,0,0,267,25,9.4,88,37,42,{1241CB1F-9D49-4B30-8DF2-9398D9FEEB3D},
-85.404096720908186,34.403438604131772,199,Lyerly,480.91799927,0.75143403, , ,483,90,18.6,117,6,5.1,308,61,19.8,58,23,39.7,{86DCF182-4370-48CF-AB3A-B064EACCE1C3},
-83.720230302376265,34.704404264635343,200,Helen,1391.58996582,2.17436004, , ,260,59,22.7,19,3,15.8,175,31,17.7,66,25,37.9,{00151607-3779-45C2-BBC4-0AB226D5B6F2},
-83.761670786339579,34.597494588204874,201,Cleveland,2469.31005859,3.85828996, , ,3624,574,15.8,985,44,4.5,2267,311,13.7,372,219,58.9,{8E8A951B-CD2D-43DF-A820-1F47D73D888A},
-84.731878980630029,31.17413725034416,202,Colquitt,5293.18994141,8.27060032, , ,2347,286,12.2,737,30,4.1,1314,127,9.7,296,129,43.6,{BF2CB39B-8F7E-4342-81E0-473481D1BFFC},
-84.582123496323248,32.984757494191427,203,Woodbury,1319.34997559,2.06148005, , ,753,166,22,185,24,13,428,78,18.2,140,64,45.7,{5F5EE4A1-520F-4DAD-96B3-F27EC735EC87},
-84.67661195912379,32.885224344138905,204,Warm Springs,884.76300049,1.38243997, , ,508,88,17.3,137,9,6.6,296,63,21.3,75,16,21.3,{2FBFEACB-D7AC-44AB-936E-9E3E0AF1184F},
-84.744269591486912,33.209589543180563,205,Luthersville,2039.0300293,3.18598008, , ,1163,193,16.6,307,8,2.6,725,120,16.6,131,65,49.6,{02AED052-8A0D-4A50-B9BF-0F081CADD863},
-84.817335383689283,33.172358541984039,206,Lone Oak,399.84899902,0.62476301, , ,117,18,15.4,63,1,1.6,46,14,30.4,8,3,37.5,{0EF1D7C9-7CDF-443A-B418-654797E4F03B},
-84.716227964607342,33.03224109574451,207,Greenville,1508.89001465,2.35765004, , ,822,160,19.5,174,0,0,541,107,19.8,107,53,49.5,{37E78915-FF6D-40B3-BF31-93AF414F2C91},
-84.575475752433945,33.093664269269034,208,Gay,552.29998779,0.86296803, , ,107,7,6.5,37,0,0,58,1,1.7,12,6,50,{1C1FC8CC-3DB3-496E-95BB-E5B25301EC68},
-84.853070959412364,32.852385396001672,209,Pine Mountain,1912.95996094,2.98900008, , ,1426,304,21.3,327,29,8.9,830,144,17.3,269,131,48.7,{AAD96F89-2FE6-4A4B-89D9-7A3E4E9B19AF},
-84.021381370923777,31.262563418791164,210,Sale City,1174.54003906,1.83521998, , ,485,56,11.5,144,6,4.2,281,21,7.5,60,29,48.3,{2A0C1565-185E-44B6-96ED-EF70D06FFDDE},
-84.151462731227411,31.126644628430473,211,Pelham,2609.07006836,4.07667017, , ,3701,822,22.2,1051,8,0.8,1976,412,20.9,674,402,59.6,{2B28C102-506A-4E4D-85C2-A675A6B56FF8},
-84.092203278409642,31.071383471107715,212,Meigs,1023.90997314,1.59985995, , ,920,226,24.6,253,29,11.5,573,164,28.6,94,33,35.1,{F56794CB-2CF0-4F53-87BD-457F68D7516E},
-84.207139983367426,31.235880495545338,213,Camilla,3979.4699707,6.21792984, , ,4962,956,19.3,1401,59,4.2,2805,521,18.6,756,376,49.7,{01EF08E9-E51C-4098-BD20-DE6CA908793F},
