X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Percent_1Unit_Detached,Housing_units_built_since_2000,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Pct_Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,GlobalID,last_edited_date
-83.540330601796242,34.071099857649621,431,Arcade,5440.31982422,8.50051022, , ,658,553,84,105,16,5.2,14.3,271,41.2,103,15.7,392,59.6,163,24.8,{81CBC457-B122-47A2-BD6C-CC96861F0F97},
-84.965353624932035,34.90144610197946,432,Varnell,2148.59008789,3.3571701, , ,650,555,85.4,95,14.6,5.3,13.8,573,88.2,127,19.5,290,44.6,233,35.8,{EAF53120-143F-4DB1-9DAF-BFCF926561EB},
-85.040599847312308,34.847767825494756,433,Tunnel Hill,1026.69995117,1.60422003, , ,385,348,90.4,37,9.6,0,9.4,297,77.1,5,1.3,82,21.3,298,77.4,{78980C1E-ACF7-478F-89BE-BCD2D9F90813},
-84.970975198523675,34.768969097221074,434,Dalton,13155,20.55470085, , ,13413,11446,85.3,1967,14.7,4.9,16.1,6198,46.2,2630,19.6,4096,30.5,6687,49.9,{70776450-4063-40BA-8EB8-D0B5C52F511A},
-84.959041029403423,34.953855891994884,435,Cohutta,3023.7199707,4.72455978, , ,314,251,79.9,63,20.1,0,19.8,268,85.4,48,15.3,160,51,106,33.8,{063B6E39-7997-452D-9A7D-6FB74987F823},
-83.497493687627127,34.521815550976669,436,Mount Airy,1656.56994629,2.58839011, , ,454,443,97.6,11,2.4,0,0,356,78.4,155,34.1,127,28,172,37.9,{289444DD-C0EE-4F02-AA0F-85C1AA0CBDA0},
-83.54239322468311,34.564878839827038,437,Demorest,1454.02001953,2.27190995, , ,620,516,83.2,104,16.8,2.3,4.3,498,80.3,162,26.1,196,31.6,262,42.3,{4F4AEA01-8991-4987-BF56-C06875CAC6AB},
-83.530799781608977,34.516268252030059,438,Cornelia,2548.37988281,3.98184991, , ,1809,1502,83,307,17,0,13.7,1134,62.7,283,15.6,643,35.5,883,48.8,{DE85C12B-8D91-40FB-B54D-595FA92106EE},
-83.528366093529414,34.610226603817729,439,Clarkesville,1592.70996094,2.48861003, , ,882,747,84.7,135,15.3,2.1,14.2,513,58.2,146,16.6,367,41.6,369,41.8,{337E7085-0716-4BC4-AABD-93D93CA0088C},
-84.21225615868893,33.185105651556761,440,Orchard Hill,229.94200134,0.35928401,yes, ,89,80,89.9,9,10.1,0,13.5,26,29.2,14,15.7,44,49.4,31,34.8,{4A3BC0B9-6ED8-46F0-B84E-0241A7043EFB},
-83.830027971562785,34.289816636956495,441,Gainesville,21492.30078125,33.58169937,yes, ,13016,11339,87.1,1677,12.9,3.5,11.5,5772,44.3,3231,24.8,4386,33.7,5399,41.5,{3A9D651D-3B66-4EE4-BF93-10FD6507A7FE},
-83.88468062757741,34.224253971405382,442,Oakwood,3038.7199707,4.74800014,yes, ,1910,1611,84.3,299,15.7,6.8,16.4,480,25.1,832,43.6,566,29.6,512,26.8,{525EC19E-F121-4A40-896C-7B7B888C7804},
-84.922017989002697,34.371339296457023,443,Adairsville,5773.89990234,9.02171993,yes, ,1858,1501,80.8,357,19.2,0,6.3,1071,57.6,820,44.1,575,30.9,463,24.9,{DBCA2EC7-39FB-4124-BB40-5768CADDBC9E},
-84.800719220063428,34.163044841304604,444,Cartersville,18589.30078125,29.04579926,yes, ,8239,7137,86.6,1102,13.4,5.4,9.8,5645,68.5,1592,19.3,2873,34.9,3774,45.8,{0F254E3D-E6BC-4A8E-B51D-2F0E965A1A25},
-84.743951065563849,34.12921314736888,445,Emerson,4520.04003906,7.06256008,yes, ,614,512,83.4,102,16.6,4.4,23.2,469,76.4,168,27.4,183,29.8,263,42.8,{E86EDF85-0FCD-4B7E-8411-52BA82431956},
-84.104920206491641,33.342971746240458,446,Locust Grove,6320.72021484,9.8761301,yes,yes,1930,1766,91.5,164,8.5,1,0,1518,78.7,895,46.4,719,37.3,316,16.4,{0CEC062F-F458-4FB2-BCE8-C93541AFEFB2},
-84.229304375183133,33.526630510962455,447,Stockbridge,8467.58007813,13.23060036,yes,yes,10885,9473,87,1412,13,6.2,9.2,7561,69.5,5740,52.7,4171,38.3,974,8.9,{ED8AC0EC-8B48-4E1D-9FF6-4D2C636CC403},
-84.594055158203389,33.475292274261513,448,Tyrone,8237.28027344,12.87069988,yes,yes,2498,2381,95.3,117,4.7,1.3,13,2253,90.2,991,39.7,1085,43.4,422,16.9,{9B651B98-51A7-4AF2-A1C1-1716D4B08A3D},
-84.3397633311411,33.581643165243413,449,Morrow,2139.9699707,3.34370995,yes,yes,2771,2273,82,498,18,0,29.6,1653,59.7,629,22.7,673,24.3,1469,53,{7084DA73-D0A7-43D1-B103-739215B39C91},
-84.409712629988434,33.564813505928633,450,Riverdale,2903.9699707,4.53745985,yes,yes,6345,5255,82.8,1090,17.2,3.4,18.1,3731,58.8,1653,26.1,1843,29,2849,44.9,{4007FD9A-AC60-45F6-97C5-8656FC033605},
-83.66507464233149,34.395308134882995,451,Lula,2681.41992188,4.18972015,yes, ,1087,927,85.3,160,14.7,3.4,4,890,81.9,503,46.3,226,20.8,358,32.9,{FB470B78-10C7-4678-81EF-39A1225838F2},
-84.291084540662524,33.34206386867934,452,Sunny Side,129.58900452,0.202483,yes, ,44,44,100,0,0,0,0,44,100,0,0,3,6.8,41,93.2,{5BFBA452-EC6F-48A5-A2D5-11E7FCF71AE0},
-83.81286656433943,34.004530142286285,453,Carl,706.07897949,1.10325003,yes, ,76,72,94.7,4,5.3,0,0,65,85.5,13,17.1,25,32.9,38,50,{3227E955-DCB2-4485-993E-2CC778FAE305},
-84.707179420904893,33.738212215987538,454,Douglasville,14281.59960938,22.31489944,yes,yes,13191,11597,87.9,1594,12.1,2.1,9.9,6573,49.8,5905,44.8,4801,36.4,2485,18.8,{20D085D7-B9ED-4005-9B7E-E5909790ADD3},
-84.150777027118821,33.439847612069862,455,McDonough,8167.25976563,12.76130009,yes,yes,9432,8374,88.8,1058,11.2,1.9,11.6,5451,57.8,5907,62.6,2380,25.2,1145,12.1,{99EC43F6-3D73-4F5E-BF7B-CB988F5D659A},
-84.912282641326428,33.492146250830558,456,Whitesburg,1609.04003906,2.51413012,yes, ,274,227,82.8,47,17.2,1.4,0,204,74.5,8,2.9,87,31.8,179,65.3,{11684293-A419-4377-8BAC-8C0DCBEC27D6},
-84.13572877789737,34.207635866585001,457,Cumming,3736.07006836,5.83760977,yes, ,2095,1892,90.3,203,9.7,5,8.8,1027,49,594,28.4,1057,50.5,444,21.2,{D457353F-BDA4-4503-9636-EFC88304E203},
-83.80449371549301,33.817758959478475,458,Between,775.99102783,1.21248996,yes, ,126,123,97.6,3,2.4,0,0,113,89.7,59,46.8,44,34.9,23,18.3,{3C07E475-12FD-477B-9807-F93F41F87037},
-83.609389955774702,33.7849911394296,459,Good Hope,1195.81005859,1.86846006,yes, ,172,153,89,19,11,0,26.7,165,95.9,69,40.1,53,30.8,50,29.1,{4D15C2ED-B8BF-489D-9C6A-23C763E7EE51},
-84.917273333672227,33.729733927511077,460,Villa Rica,9317.03027344,14.55790043,yes,yes,5935,5333,89.9,602,10.1,6.6,5.2,4515,76.1,3730,62.8,937,15.8,1268,21.4,{D6447701-D8AD-4148-8CDF-D4D2C2448BC5},
-85.131257965995303,33.456975255882099,461,Roopville,505.50698853,0.789855,yes, ,114,103,90.4,11,9.6,0,0,102,89.5,6,5.3,13,11.4,95,83.3,{FD758F56-9CFE-4DF6-A6BA-3557A2FCF333},
-83.812030758229866,34.108753566551663,462,Braselton,7783.25976563,12.16129971,yes,yes,2997,2660,88.8,337,11.2,4.5,0,2974,99.2,2434,81.2,387,12.9,176,5.9,{891EDB4C-1930-4C77-AB1F-271FE65259A4},
-84.341169353598247,33.606458668050152,463,Lake City,1178.94995117,1.84210002,yes,yes,1128,819,72.6,309,27.4,14.3,19.8,654,58,196,17.4,187,16.6,745,66,{D08FF197-DDDA-41CE-9BDE-8DB302334EC6},
-84.358988642061618,33.620921013595755,464,Forest Park,6003.24023438,9.3800602,yes,yes,7104,5672,79.8,1432,20.2,3.9,12.8,4486,63.1,847,11.9,852,12,5405,76.1,{2EAE1127-A9F0-49C9-B8F2-64588A8EBC71},
-84.549977386829084,34.317295467618052,465,Waleska,942.78900146,1.47310996,yes,yes,101,83,82.2,18,17.8,0,10.5,95,94.1,10,9.9,28,27.7,63,62.4,{80602152-C27D-45EB-8A34-CB28ADD72597},
-84.413287882982118,34.083152248603916,466,Mountain Park,331.47601318,0.517932,yes,yes,322,261,81.1,61,18.9,3.4,18.9,322,100,13,4,106,32.9,203,63,{4BFD14DD-503E-40D0-A76E-1D75451865DA},
-84.409512592250209,33.660854072152105,467,Hapeville,1517.29003906,2.37075996,yes,yes,3108,2447,78.7,661,21.3,2.5,3.8,1844,59.3,797,25.6,184,5.9,2127,68.4,{0FFA6F6E-2FE1-40C5-B088-222CBB1D8565},
-84.370149040165941,33.936920482430288,468,Sandy Springs,24833.19921875,38.80189896,yes,yes,47117,42196,89.6,4921,10.4,4.3,8.3,16413,34.8,4981,10.6,22565,47.9,19571,41.5,{06DEDF84-E1C1-459C-969F-F79F92A1682C},
-84.273847165920444,34.070356993043319,469,Alpharetta,17436.69921875,27.24480057,yes,yes,23337,22200,95.1,1137,4.9,1.3,6,14347,61.5,4937,21.2,16256,69.7,2144,9.2,{B7DC73E8-E5C9-4095-9BDC-7A8DEFB2681D},
-84.42316614682484,33.762812073755256,470,Atlanta,85712,133.92500305,yes,yes,226741,181681,80.1,45060,19.9,5,11,90448,39.9,59928,26.4,42469,18.7,124344,54.8,{8366FFBE-C926-4D65-AAB5-BE2BC5431149},
-84.667873809369837,33.531336274575118,471,Palmetto,7635.18994141,11.93000031,yes,yes,1802,1570,87.1,232,12.9,4.5,0.5,1246,69.1,545,30.2,486,27,771,42.8,{B59F0A12-876A-4130-8E4E-A97B9D798878},
-84.202698618795651,34.033210419270148,472,Johns Creek,20090.19921875,31.39089966,yes,yes,27542,26501,96.2,1041,3.8,1.2,7.1,21273,77.2,5908,21.5,20652,75,982,3.6,{289E95AF-F973-416C-83ED-ADBEC8A9BE52},
-84.751560217564958,33.560435897708508,473,Chattahoochee Hills,32774.3984375,51.21009827,yes,yes,1186,1005,84.7,181,15.3,0,17.3,1084,91.4,369,31.1,375,31.6,442,37.3,{56BD7F45-4CC8-44E6-ABBE-F7B0CB74B717},
-84.459869073807198,33.638531744496255,474,College Park,6427.58984375,10.04310036,yes,yes,7281,5235,71.9,2046,28.1,4,22.5,1953,26.8,658,9,783,10.8,5840,80.2,{54B04D1A-655A-4C7C-8D2A-EEA5E8E2A99B},
-84.31388036807401,34.135286005142028,475,Milton,25062.90039063,39.16080093,yes,yes,12853,12119,94.3,734,5.7,0.9,6.5,8600,66.9,5163,40.2,6623,51.5,1067,8.3,{39E43E0C-A2CF-4992-8AF4-8246F5B5D135},
-84.470067790512857,33.669695190130447,476,East Point,9422.79003906,14.72309971,yes,yes,17131,12745,74.4,4386,25.6,4,16.6,9386,54.8,3591,21,1621,9.5,11919,69.6,{A298BC33-C20C-400A-8AA1-BF40C36D5AC7},
-84.351349959983636,34.039417972171961,477,Roswell,26708.40039063,41.73189926,yes,yes,36852,34408,93.4,2444,6.6,2.4,9.6,21926,59.5,4551,12.3,22593,61.3,9708,26.3,{8BCC99B2-9883-40C0-9718-6F0E0A69DC62},
-84.302456077187998,33.895994683130517,478,Chamblee,3065.34008789,4.78958988,yes,yes,7099,5890,83,1209,17,7.3,16.8,2621,36.9,1817,25.6,1324,18.7,3958,55.8,{FE87980B-5689-4DA6-A936-FF10FD9B264C},
-83.598828093259172,33.964919020886022,479,Statham,2255.29003906,3.52389002,yes, ,895,820,91.6,75,8.4,0,12.5,624,69.7,207,23.1,413,46.1,275,30.7,{14E5BA2F-3AAA-4149-8E1D-3AFCF41A215C},
-84.568573266990512,33.228598025347495,480,Haralson,449.04199219,0.70162702,yes, ,72,64,88.9,8,11.1,0,0,63,87.5,18,25,31,43.1,23,31.9,{A96405FF-067B-408D-9786-9E6A826D772E},
-84.829290196591458,33.236964262510817,481,Grantville,3789.94995117,5.92180014,yes, ,1198,1082,90.3,116,9.7,0,3.8,1096,91.5,676,56.4,294,24.5,228,19,{D92C7120-9286-4E62-9434-B5609D9630D7},
-84.490072464258716,34.246704777258373,482,Canton,11910.20019531,18.60960007,yes,yes,9576,8442,88.2,1134,11.8,6.3,13.2,5454,57,5732,59.9,2367,24.7,1477,15.4,{CD9F83AE-8C19-4FB2-9F2E-6AFCCAE837F6},
-84.644902668259562,33.820030711501566,483,Austell,3759.55004883,5.8743,yes,yes,2496,2267,90.8,229,9.2,1.6,5.9,1975,79.1,960,38.5,665,26.6,871,34.9,{075A8BCD-2F51-41F4-B555-ADEEF0405329},
-84.542243141015391,33.953188973453777,484,Marietta,14756.29980469,23.05669975,yes,yes,25630,22261,86.9,3369,13.1,3.9,10.2,10387,40.5,3572,13.9,11070,43.2,10988,42.9,{9767A098-2A58-420D-A63F-2A817EBF508E},
-84.77121520403881,33.877150292482497,485,Hiram,2442.64990234,3.81664991,yes, ,1705,1581,92.7,124,7.3,4.6,0,1155,67.7,1020,59.8,487,28.6,198,11.6,{2A698DC5-A192-4857-BB62-CBBBDAC12914},
-85.083569088503211,33.581870785129041,486,Carrollton,14585.09960938,22.78930092,yes, ,9597,8496,88.5,1101,11.5,4.2,7.2,5066,52.8,2788,29.1,2652,27.6,4157,43.3,{853646E5-C760-4F5A-B174-1B5A78F64B2D},
-84.240270781375855,33.810495226521617,487,Clarkston,676.57702637,1.05715001,yes,yes,2568,2264,88.2,304,11.8,1.6,7.5,665,25.9,153,6,655,25.5,1760,68.5,{861C4457-28F6-417F-8553-00211DECF116},
-84.206110191064099,33.790529890190811,488,Pine Lake,161.09199524,0.251706,yes,yes,396,355,89.6,41,10.4,4.8,10.8,291,73.5,77,19.4,39,9.8,280,70.7,{6133E521-38B5-4C8D-88F6-86E27BC4D6FA},
-84.264869669881122,33.769791471424242,489,Avondale Estates,774.64801025,1.21038997,yes,yes,1343,1181,87.9,162,12.1,3.8,0,1035,77.1,97,7.2,194,14.4,1052,78.3,{D112E21A-F510-48D3-8E59-B44E728C8C17},
-84.105968683420443,33.712806613180248,490,Lithonia,593.00500488,0.92657101,yes,yes,948,759,80.1,189,19.9,5.4,11,427,45,93,9.8,144,15.2,711,75,{FA1F5268-1132-4BD6-A4DE-1D00F355A343},
-84.172234049234646,33.803497629854689,491,Stone Mountain,1042.77001953,1.62934005,yes,yes,2914,2419,83,495,17,1.3,25.9,1712,58.8,299,10.3,1029,35.3,1586,54.4,{51401879-81F9-43C4-8AE9-590812A934A2},
-83.799391837099208,33.717406480381207,492,Jersey,474.91900635,0.74206102,yes, ,81,66,81.5,15,18.5,2,0,77,95.1,16,19.8,25,30.9,40,49.4,{07D1C0A8-75F2-4900-AF44-B1A0147D22E7},
-83.715411727193711,33.79942368665408,493,Monroe,9681.74023438,15.12769985,yes, ,6225,5034,80.9,1191,19.1,4,10.4,3632,58.3,1482,23.8,2317,37.2,2426,39,{350AD29D-667F-48FB-8F7C-76ECE2771AB4},
-83.851094583476183,33.745226613068333,494,Walnut Grove,1831.68005371,2.86199999,yes, ,503,459,91.3,44,8.7,3.8,6.8,417,82.9,40,8,409,81.3,54,10.7,{0A4309D0-96B5-44FA-B08B-D8387DDECA3C},
-84.516908734947606,33.864225203010221,495,Smyrna,9733.99023438,15.20940018,yes,yes,25560,23305,91.2,2255,8.8,2.3,6.9,10693,41.8,5330,20.9,11227,43.9,9003,35.2,{581C5898-D9F5-42A8-827A-0B2E24B32C87},
-84.275051325311409,33.906742790991956,496,Doraville,2269.69995117,3.54641008,yes,yes,3587,3200,89.2,387,10.8,1.2,11.4,1911,53.3,183,5.1,738,20.6,2666,74.3,{454BF1FE-7F88-4C47-AC97-CD7DBB8996AD},
-84.312237047779547,33.941761616221783,497,Dunwoody,8476.19042969,13.24400043,yes,yes,21440,19344,90.2,2096,9.8,2,11.4,9437,44,4826,22.5,8142,38,8472,39.5,{789668DA-D426-4F4D-9B9A-644A6884F0DF},
-84.842636755119841,33.915224162032786,498,Dallas,4480.72998047,7.00114012,yes, ,4801,4349,90.6,452,9.4,1.9,4.9,3030,63.1,2164,45.1,1974,41.1,663,13.8,{F301F79E-0001-42A5-B963-FA6CC9E3527F},
-85.029312211288186,33.732804805552739,499,Temple,4765.77001953,7.44651985,yes, ,1711,1525,89.1,186,10.9,0,5.4,1409,82.3,902,52.7,435,25.4,374,21.9,{986B16FC-2DEB-43C8-9588-71A1BEEA8704},
-85.253301327658406,33.5397346425083,500,Bowdon,2390.07006836,3.7344799,yes, ,856,769,89.8,87,10.2,4.1,3.7,480,56.1,64,7.5,186,21.7,606,70.8,{AB77306B-AEB5-405A-BAAE-E5D52AF84DC9},
-84.29669291714923,33.771187231814118,501,Decatur,2767.83007813,4.32473993,yes,yes,8682,7987,92,695,8,3,2.7,4589,52.9,1398,16.1,1413,16.3,5871,67.6,{6051BFBA-3CFB-47FB-9A1A-D0DAA968BCAE},
-83.709121816291415,33.937503059980436,502,Bethlehem,1471.89001465,2.29982996,yes, ,307,255,83.1,52,16.9,9.9,0,261,85,40,13,136,44.3,131,42.7,{A69E7285-8281-440C-87E5-4CC1A49674F5},
-83.720903192575122,33.992463817842072,503,Winder,8141.43017578,12.72099972,yes, ,5486,4693,85.5,793,14.5,3.2,11.6,4295,78.3,1711,31.2,2006,36.6,1769,32.2,{F8C1D404-0C9F-4827-88DA-718EAC34493B},
-84.76965549570842,33.286161658521095,504,Moreland,499.70901489,0.78079599,yes, ,144,140,97.2,4,2.8,0,0,131,91,21,14.6,40,27.8,83,57.6,{8062E2BC-9B79-4F53-A15B-AB036D0B890D},
-84.774649366800546,33.376773447632559,505,Newnan,11933.59960938,18.64629936,yes, ,13783,12697,92.1,1086,7.9,2.8,3.2,9263,67.2,6934,50.3,2655,19.3,4194,30.4,{6B75405D-5D6A-4DC4-B49C-49246BCFBFA7},
-84.553248491392267,33.309696701262823,506,Senoia,3525.39990234,5.50844002,yes, ,1454,1308,90,146,10,0,10.6,1262,86.8,685,47.1,387,26.6,382,26.3,{1EE5CF4E-E346-4369-AAFD-1B0A6E907196},
-84.648962872260583,33.340864736683635,507,Sharpsburg,343.91500854,0.53736699,yes, ,175,162,92.6,13,7.4,0,4.5,141,80.6,38,21.7,74,42.3,63,36,{0203F2FD-E302-4BF3-89B5-3F53C10E7222},
-84.637103793347165,33.325960499099196,508,Turin,815.93597412,1.27489996,yes, ,156,148,94.9,8,5.1,2.5,0,149,95.5,71,45.5,20,12.8,65,41.7,{62ED220A-7F81-48B3-9663-3DD9C5C9321E},
-84.003922477213564,33.856105846488163,509,Snellville,6713.37011719,10.48960018,yes,yes,6820,6176,90.6,644,9.4,3.8,14.3,6104,89.5,1590,23.3,3352,49.1,1878,27.5,{979B1458-A9FB-4B16-9FAF-49579FCF4C71},
-83.992578039766144,33.952373945459541,510,Lawrenceville,8580.13964844,13.40649986,yes,yes,11001,9679,88,1322,12,5.5,11.8,6342,57.6,2745,25,5181,47.1,3075,28,{F1600494-0870-4E45-B014-DA422C651007},
-83.893710519324202,33.980852514875849,511,Dacula,3149.36010742,4.92087984,yes,yes,1579,1579,100,0,0,0,0,1565,99.1,263,16.7,696,44.1,620,39.3,{72925944-9E5D-4497-97C3-2B17AF355C37},
-84.184175631035316,33.979705296837729,512,Berkeley Lake,1096.59997559,1.71343005,yes,yes,648,616,95.1,32,4.9,3,0,645,99.5,52,8,411,63.4,185,28.5,{43939709-0506-491F-973F-8FBA9A4531CD},
-84.206976294644477,33.937993955311612,513,Norcross,3855.66992188,6.02447987,yes,yes,5487,4876,88.9,611,11.1,1.2,14.9,2583,47.1,1131,20.6,2785,50.8,1571,28.6,{CD976A60-126D-49BC-B616-9BD5FE9338B1},
-84.231956065184292,33.966671519328038,514,Peachtree Corners,10531.79980469,16.45599937,yes,yes,15979,14699,92,1280,8,0.4,10.1,7361,46.1,1855,11.6,10629,66.5,3495,21.9,{7B8534C1-47D9-4DB4-B7A3-6DFD487DA78E},
-84.056063307249616,34.108011757207308,515,Sugar Hill,6745.62988281,10.53999996,yes,yes,6936,6491,93.6,445,6.4,0.6,13.4,5725,82.5,2681,38.7,3315,47.8,940,13.6,{1C68B8EB-D649-43B2-8701-66C4ED155693},
-84.068704537583415,34.050667453129208,516,Suwanee,6999.31982422,10.93640041,yes,yes,5789,5466,94.4,323,5.6,1,11.3,4107,70.9,2627,45.4,2925,50.5,237,4.1,{BF11888A-C566-4E41-8F7D-94C06E43E854},
-83.895852407895475,33.835147442713712,517,Loganville,4748.70996094,7.41985989,yes,yes,3888,3581,92.1,307,7.9,1.2,9,3166,81.4,1884,48.5,1603,41.2,401,10.3,{E49B3170-3AB8-4094-BF16-E565ABCA5A71},
-84.668957974896827,34.056466088946109,518,Acworth,5660.68017578,8.84480953,yes,yes,8877,8000,90.1,877,9.9,4.6,8.5,6603,74.4,2585,29.1,4943,55.7,1349,15.2,{C74A691B-D7A2-49F4-998B-0C47A2CA855B},
-84.318105798654457,33.442092430491975,519,Lovejoy,1671.93005371,2.61238003,yes,yes,2367,2009,84.9,358,15.1,0,13.8,1038,43.9,1925,81.3,346,14.6,96,4.1,{B0C1697C-6DC5-48E5-94CF-E3E5C5F816B8},
-84.683739124241455,33.865974359044465,520,Powder Springs,4570.22998047,7.14097977,yes,yes,5321,4901,92.1,420,7.9,3,6.8,4646,87.3,1485,27.9,2725,51.2,1111,20.9,{16651BAE-B710-4702-A69B-592413B58834},
-84.331360490904345,33.875501450365654,521,Brookhaven,7265.83007813,11.35289955,yes,yes,23239,21153,91,2086,9,3.8,5.8,9443,40.6,5516,23.7,7918,34.1,9805,42.2,{00F08338-1EC2-4286-8EAB-58E63519C7C3},
-84.361162162543934,34.342087242399657,522,Ball Ground,3527.73999023,5.51209021,yes,yes,700,614,87.7,86,12.3,10.3,8.4,642,91.7,341,48.7,214,30.6,145,20.7,{A3B17171-34E1-4799-BA7E-16038791825F},
-83.974909587349728,34.133661274608095,523,Rest Haven,180.92900085,0.282702,yes,yes,22,22,100,0,0,0,0,13,59.1,0,0,11,50,11,50,{55B4988B-7EBD-4F32-A149-CB691AB6570D},
-84.149314606428277,34.005005451853755,524,Duluth,6487.18994141,10.13619995,yes,yes,11304,10558,93.4,746,6.6,5.6,6,5627,49.8,2498,22.1,7491,66.3,1315,11.6,{8D6207B8-3401-4C6B-9044-588AB8569C0F},
-84.136684492889856,33.889583337755269,525,Lilburn,4308.10986328,6.73142004,yes,yes,4276,3909,91.4,367,8.6,3.5,5.3,3244,75.9,581,13.6,2295,53.7,1400,32.7,{9F937E31-E22C-4E5C-BC56-1A717D089F51},
-84.508375850725372,34.102654341974869,526,Woodstock,7195.87988281,11.24359989,yes,yes,10186,9617,94.4,569,5.6,1.7,5.7,6821,67,6199,60.9,3223,31.6,764,7.5,{70B71E5C-75CF-47C5-8D08-6B64E9C2F2E6},
-84.48577894179661,34.168033204738023,527,Holly Springs,4309.41015625,6.73344994,yes,yes,3493,3446,98.7,47,1.3,0,4,2828,81,2242,64.2,911,26.1,340,9.7,{1E4DC50D-3729-41CF-ACF6-40528493DC2D},
-83.36892057803837,33.950820691774162,528,Athens-Clarke County (balance),75612.796875,118.14499664, , ,,,,,,,,,,,,,,,,{B28BED6F-36F0-4AAC-934D-35A2B5FD376F},
-83.649587686112412,32.832042310978082,529,Macon,36067.6015625,56.35559845, , ,,,,,,,,,,,,,,,,{B025044F-3659-480E-9720-BBDDAF46734A},
-85.018793365752074,31.867319343011143,530,Georgetown-Quitman County,102757,160.55799866, , ,,,,,,,,,,,,,,,,{CA5D2284-2063-4410-ADDE-1B9C41D204B9},
-82.869088805371845,30.989102253912979,531,Du Pont,501.03799438,0.78287202, , ,,,,,,,,,,,,,,,,{ED0FA545-824E-4CF0-80E9-6E5282E8608F},
-81.683916579374994,31.836774273774541,532,Gumbranch,524.9039917,0.820162, , ,,,,,,,,,,,,,,,,{A569A369-711B-40DF-AD14-5BEBBD3BB358},
-82.624992584782547,33.153427231841725,533,Edge Hill,118.27100372,0.184799, , ,,,,,,,,,,,,,,,,{B3FBE8CD-DAFA-4145-AFEA-DA2332A64AEA},
-82.070829921734898,33.364454906792965,534,Augusta-Richmond County (balance),196413,306.89599609, , ,,,,,,,,,,,,,,,,{E4B8FDA0-C39D-4ED8-9922-8A8371932243},
-82.890474391522559,32.056245208769141,535,McRae,2829.7800293,4.42152977, , ,,,,,,,,,,,,,,,,{6D8D06F6-6CEC-46A3-BE7B-570F6F80FDE4},
-82.910172888357323,32.078818546165913,536,Helena,1354.2199707,2.1159699, , ,,,,,,,,,,,,,,,,{4F801EE3-DD57-4613-A92C-745B4AE0C3B6},
-83.679414635151659,32.851844172713584,537,Payne,27.45899963,0.0429047, , ,,,,,,,,,,,,,,,,{FED3A990-411F-404E-A168-BB3C033DAAD5},
